file,utterance_id,start_ms,end_ms,ref,mb,gl,ft
synthetic_paradigm_glossed.eaf,684,1442127,1443669,unii̯ bagan ɲɛlkeda,uni-i̯ bagan ɲɛl-ked-a,3SG.ANIM-3SG.ANIM garden see-PST-FIN,He/she saw the garden.
synthetic_paradigm_glossed.eaf,685,1443669,1445645,uniaʔ t̪i d̪ɔ sapʰaa,uni-aʔ t̪i d̪ɔ sapʰa-a,3SG-GEN hand TOP clean-FIN,His/her hand is clean.
synthetic_texts_glossed.eaf,686,1445645,1447471,basɾɛ ɖak̚t̪aɾ menaa,bas-ɾɛ ɖak̚t̪aɾ mena-a,dwelling.place-LOC doctor exist-FIN,There is a doctor in the dwelling place.
synthetic_texts_glossed.eaf,687,1447471,1449048,aŋguɾ d̪ɔ sapʰaa,aŋguɾ d̪ɔ sapʰa-a,grape TOP clean-FIN,The grape is clean.
synthetic_paradigm_glossed.eaf,688,1449048,1450819,amɛm ɲɛlɛɾasa ɟɔmkeda,am-ɛm ɲɛlɛɾasa ɟɔm-ked-a,2SG-2SG honey eat-PST-FIN,You ate the honey.
synthetic_texts_glossed.eaf,689,1450819,1452540,bembʰa d̪ɔ sapʰaa,bembʰa d̪ɔ sapʰa-a,muff TOP clean-FIN,The muff is clean.
synthetic_texts_glossed.eaf,690,1452540,1454292,bʰiɖi hɔpɔn d̪ɔ ɾɘskɘa,bʰiɖi hɔpɔn d̪ɔ ɾɘskɘ-a,lamb TOP happy-FIN,The lamb is happy.
synthetic_new_glossed_3.eaf,691,1454292,1456711,mit̪ʔʈɛn baɾet d̪ɔ at̪oɾɛ menaa,mit̪ʔ-ʈɛn baɾet d̪ɔ at̪o-ɾɛ mena-a,one-CLF.HUM brother TOP village-LOC exist-FIN,One brother is in the village.
synthetic_school_dialogue_glossed.eaf,692,1456711,1459416,t̪eheɲɾɛ apɛ kat̪ʰa ɔlɔʔkat̪ɛ sɔhɔɽɾɛ gat̪ea,t̪eheɲ-ɾɛ apɛ kat̪ʰa ɔlɔʔ-kat̪ɛ sɔhɔɽ-ɾɛ gat̪e-a,today-LOC 2PL word write-CVB town-LOC play-FIN,"Today, you all write the word and then play in the town."
synthetic_new_glossed.eaf,693,1459416,1461452,iɲ d̪ɔ ɲɛlɛɾasa ɟɔmakada,iɲ d̪ɔ ɲɛlɛɾasa ɟɔm-akad-a,1SG TOP honey eat-PRF-FIN,I have eaten the honey.
synthetic_paradigm_glossed.eaf,694,1461452,1463441,amaʔ at̪o d̪ɔ ɟɘɾuɽa,am-aʔ at̪o d̪ɔ ɟɘɾuɽ-a,2SG-GEN village TOP important-FIN,Your village is important.
synthetic_see_paradigm.eaf,695,1463441,1465733,oŋko d̪ɔ d̪aʔ bako ɲua,oŋko d̪ɔ d̪aʔ ba-ko ɲu-a,3PL.ANIM TOP water NEG-3PL.ANIM drink-FIN,They do not drink the water.
synthetic_new_glossed.eaf,696,1465733,1467759,apɛ d̪ɔ baba gɔɽɔakada,apɛ d̪ɔ baba gɔɽɔ-akad-a,2PL TOP father help-PRF-FIN,You all have helped the father.
synthetic_new_glossed_3.eaf,697,1467759,1470085,mit̪ʔ pʰɔʈɔ d̪ɔ kuɲɾɛ menaa,mit̪ʔ pʰɔʈɔ d̪ɔ kuɲ-ɾɛ mena-a,one photo TOP well-LOC exist-FIN,One photo is in the well.
synthetic_texts_glossed.eaf,698,1470085,1471883,basaɾɛ bɛɾõʈ duk menaa,basa-ɾɛ bɛɾõʈ duk mena-a,residence-LOC gripes exist-FIN,There is a gripes in the residence.
synthetic_bangla_glossed.eaf,699,1471883,1474573,alɛ d̪ɔ bʰəsi aɾ bɛtʰiɾ ɲɛla,alɛ d̪ɔ bʰəsi aɾ bɛtʰiɾ ɲɛl-a,1PL.EXCL TOP habit and unrest see-FIN,We will see the habit and the unrest.
synthetic_texts_glossed.eaf,700,1474573,1476212,bʰəgiə̯ɾi d̪ɔ mɔ̃ɟa,bʰəgiə̯ɾi d̪ɔ mɔ̃ɟ-a,partner TOP good-FIN,The partner is good.
synthetic_texts_glossed.eaf,701,1476212,1477839,t̪i d̪ɔ ɟɘɾuɽa,t̪i d̪ɔ ɟɘɾuɽ-a,hand TOP important-FIN,The hand is important.
synthetic_bangla_glossed.eaf,702,1477839,1479791,alɛ d̪ɔ d̪aʔ ɲua,alɛ d̪ɔ d̪aʔ ɲu-a,1PL.EXCL TOP water drink-FIN,We will drink the water.
synthetic_new_glossed_3.eaf,703,1479791,1482144,mit̪ʔ ʈaka d̪ɔ at̪oɾɛ menaa,mit̪ʔ ʈaka d̪ɔ at̪o-ɾɛ mena-a,one money TOP village-LOC exist-FIN,One money is in the village.
synthetic_texts_glossed.eaf,704,1482144,1483988,ɟɔla d̪ɔ nɔwaa,ɟɔla d̪ɔ nɔwa-a,lake TOP new-FIN,The lake is new.
synthetic_bangla_glossed.eaf,705,1483988,1486631,iɲ d̪ɔ ɾan aɾ haku kiɾiɲa,iɲ d̪ɔ ɾan aɾ haku kiɾiɲ-a,1SG TOP medicine and fish buy-FIN,I will buy the medicine and the fish.
synthetic_bangla_glossed.eaf,706,1486631,1489304,apɛ d̪ɔ gʰuɽi aɾ mɔbaĭl pʰon kiɾiɲa,apɛ d̪ɔ gʰuɽi aɾ mɔbaĭl pʰon kiɾiɲ-a,2PL TOP watch and mobile.phone buy-FIN,You all will buy the watch and the mobile phone.
synthetic_school_dialogue_glossed.eaf,707,1489304,1492015,sɛt̪aʔɾɛ uni pɘɾsi ɔlɔʔkat̪ɛ ɔɽaʔɾɛ calaʔa,sɛt̪aʔ-ɾɛ uni pɘɾsi ɔlɔʔ-kat̪ɛ ɔɽaʔ-ɾɛ calaʔ-a,morning-LOC 3SG.ANIM language write-CVB house-LOC go-FIN,"In the morning, he/she write the language and then go to the house."
synthetic_texts_glossed.eaf,708,1492015,1493630,bəslə d̪ɔ ɟɘɾuɽa,bəslə d̪ɔ ɟɘɾuɽ-a,small.adze TOP important-FIN,The small adze is important.
synthetic_bangla_glossed.eaf,709,1493630,1496307,am d̪ɔ mɔbaĭl pʰon aɾ gʰuɽi kiɾiɲa,am d̪ɔ mɔbaĭl pʰon aɾ gʰuɽi kiɾiɲ-a,2SG TOP mobile.phone and watch buy-FIN,You will buy the mobile phone and the watch.
synthetic_texts_glossed.eaf,710,1496307,1497913,bʰaɲd͡ʒ kʰuɳʈi d̪ɔ sapʰaa,bʰaɲd͡ʒ kʰuɳʈi d̪ɔ sapʰa-a,wooden.pin TOP clean-FIN,The wooden pin is clean.
synthetic_texts_glossed.eaf,711,1497913,1499653,baba d̪ɔ ɾɘskɘa,baba d̪ɔ ɾɘskɘ-a,father TOP happy-FIN,The father is happy.
synthetic_see_paradigm.eaf,712,1499653,1502024,am d̪ɔ ɲɛlɛɾasa bam ɟɔma,am d̪ɔ ɲɛlɛɾasa ba-m ɟɔm-a,2SG TOP honey NEG-2SG eat-FIN,You do not eat the honey.
synthetic_new_glossed.eaf,713,1502024,1504206,iɲ d̪ɔ pɘɾsi ɾɔɽakada,iɲ d̪ɔ pɘɾsi ɾɔɽ-akad-a,1SG TOP language speak-PRF-FIN,I have spoken the language.
synthetic_new_glossed_3.eaf,714,1504206,1506555,mit̪ʔ mɔbaĭl pʰon d̪ɔ sɔhɔɽɾɛ menaa,mit̪ʔ mɔbaĭl pʰon d̪ɔ sɔhɔɽ-ɾɛ mena-a,one mobile.phone TOP town-LOC exist-FIN,One mobile phone is in the town.
synthetic_new_glossed.eaf,715,1506555,1508553,apɛ d̪ɔ haku ɘkʰɾiɲakada,apɛ d̪ɔ haku ɘkʰɾiɲ-akad-a,2PL TOP fish sell-PRF-FIN,You all have sold the fish.
synthetic_school_dialogue_glossed.eaf,716,1508553,1511250,hɔlaɾɛ uni bət͡ʃkəɾ ɲɛlkat̪ɛ ɟɔlaɾɛ calaʔa,hɔla-ɾɛ uni bət͡ʃkəɾ ɲɛl-kat̪ɛ ɟɔla-ɾɛ calaʔ-a,yesterday-LOC 3SG.ANIM harlot see-CVB lake-LOC go-FIN,"Yesterday, he/she see the harlot and then go to the lake."
synthetic_texts_glossed.eaf,717,1511250,1512786,aɖe paseɾɛ ʈaka menaa,aɖe pase-ɾɛ ʈaka mena-a,neighbourhood-LOC money exist-FIN,There is a money in the neighbourhood.
synthetic_school_dialogue_glossed.eaf,718,1512786,1515563,sɛt̪aʔɾɛ iɲ kat̪ʰa ɔlɔʔkat̪ɛ ɟɔlaɾɛ calaʔa,sɛt̪aʔ-ɾɛ iɲ kat̪ʰa ɔlɔʔ-kat̪ɛ ɟɔla-ɾɛ calaʔ-a,morning-LOC 1SG word write-CVB lake-LOC go-FIN,"In the morning, I write the word and then go to the lake."
synthetic_texts_glossed.eaf,719,1515563,1517163,bilətɾɛ ɟɔla menaa,bilət-ɾɛ ɟɔla mena-a,england-LOC lake exist-FIN,There is a lake in the england.
synthetic_school_dialogue_glossed.eaf,720,1517163,1520086,t̪eheɲɾɛ iɲ ɟɔmaʔ kiɾiɲkat̪ɛ kuɲɾɛ kɘmia,t̪eheɲ-ɾɛ iɲ ɟɔmaʔ kiɾiɲ-kat̪ɛ kuɲ-ɾɛ kɘmi-a,today-LOC 1SG food buy-CVB well-LOC work-FIN,"Today, I buy the food and then work in the well."
synthetic_texts_glossed.eaf,721,1520086,1521755,bandʰɔn d̪ɔ ɟɘɾuɽa,bandʰɔn d̪ɔ ɟɘɾuɽ-a,contract TOP important-FIN,The contract is important.
synthetic_paradigm_glossed.eaf,722,1521755,1523568,oŋkoko gɔgɔ gɔɽɔkeda,oŋko-ko gɔgɔ gɔɽɔ-ked-a,3PL.ANIM-3PL.ANIM mother help-PST-FIN,They helped the mother.
synthetic_new_glossed.eaf,723,1523568,1525578,alɛ d̪ɔ mɔbaĭl pʰon kiɾiɲakada,alɛ d̪ɔ mɔbaĭl pʰon kiɾiɲ-akad-a,1PL.EXCL TOP mobile.phone buy-PRF-FIN,We have bought the mobile phone.
synthetic_texts_glossed.eaf,724,1525578,1527120,aɖe ʈolaɾɛ bʰəsi menaa,aɖe ʈola-ɾɛ bʰəsi mena-a,vicinity-LOC habit exist-FIN,There is a habit in the vicinity.
synthetic_texts_glossed.eaf,725,1527120,1528875,bʰoga kaskɔm d̪ɔ mɔ̃ɟa,bʰoga kaskɔm d̪ɔ mɔ̃ɟ-a,cotton.plant TOP good-FIN,The cotton plant is good.
synthetic_texts_glossed.eaf,726,1528875,1530648,ɔɽaʔɾɛ akʰɾa menaa,ɔɽaʔ-ɾɛ akʰɾa mena-a,house-LOC gathering exist-FIN,There is a gathering in the house.
synthetic_see_paradigm.eaf,727,1530648,1531972,apɛpɛ d̪uɽup̚ʔɛd̪a,apɛ-pɛ d̪uɽup̚ʔ-ɛ-d̪a,2PL-2PL sit-PROG-FIN,You all are sitting.
synthetic_paradigm_glossed.eaf,728,1531972,1534053,apɛaʔ ɔkt̪ɛ d̪ɔ nɔwaa,apɛ-aʔ ɔkt̪ɛ d̪ɔ nɔwa-a,2PL-GEN time TOP new-FIN,Your time is new.
synthetic_new_glossed_3.eaf,729,1534053,1536566,mit̪ʔʈɛn bidʰuə̯ d̪ɔ kuɲɾɛ menaa,mit̪ʔ-ʈɛn bidʰuə̯ d̪ɔ kuɲ-ɾɛ mena-a,one-CLF.HUM bastard TOP well-LOC exist-FIN,One bastard is in the well.
synthetic_see_paradigm.eaf,730,1536566,1538871,am d̪ɔ kat̪ʰa bam ɾɔɽa,am d̪ɔ kat̪ʰa ba-m ɾɔɽ-a,2SG TOP word NEG-2SG speak-FIN,You do not speak the word.
synthetic_paradigm_glossed.eaf,731,1538871,1540648,amɛm gʰuɽi ɘkʰɾiɲkeda,am-ɛm gʰuɽi ɘkʰɾiɲ-ked-a,2SG-2SG watch sell-PST-FIN,You sold the watch.
synthetic_imperatives_glossed.eaf,732,1540648,1542820,d̪a.ja kat̪ɛ sɔhɔɽɾɛ hiɟuʔmɛ,d̪a.ja kat̪ɛ sɔhɔɽ-ɾɛ hiɟuʔ-mɛ,please Manner town-LOC come-IMP.2SG.POL,Please come to the town.
synthetic_bangla_glossed.eaf,733,1542820,1544717,oŋko d̪ɔ bʰut͡ʃəɽ ɲɛla,oŋko d̪ɔ bʰut͡ʃəɽ ɲɛl-a,3PL.ANIM TOP butcher see-FIN,They will see the butcher.
synthetic_texts_glossed.eaf,734,1544717,1546543,bilənɾɛ t̪o̯͡a menaa,bilən-ɾɛ t̪o̯͡a mena-a,wide.expanse.of-LOC milk exist-FIN,There is a milk in the wide expanse of land.
synthetic_paradigm_glossed.eaf,735,1546543,1548533,oŋkoaʔ aŋguɾ d̪ɔ mɔ̃ɟa,oŋko-aʔ aŋguɾ d̪ɔ mɔ̃ɟ-a,3PL-GEN grape TOP good-FIN,Their grape is good.
synthetic_paradigm_glossed.eaf,736,1548533,1550671,alɛaʔ muc̚ʔ d̪ɔ lɘʈua,alɛ-aʔ muc̚ʔ d̪ɔ lɘʈu-a,1PL.EXCL-GEN ant TOP small-FIN,Our ant is small.
synthetic_texts_glossed.eaf,737,1550671,1552230,bʰul d̪ɔ sapʰaa,bʰul d̪ɔ sapʰa-a,blunder TOP clean-FIN,The blunder is clean.
synthetic_paradigm_glossed.eaf,738,1552230,1553992,unii̯ ɟɔmaʔ ɟɔmkeda,uni-i̯ ɟɔmaʔ ɟɔm-ked-a,3SG.ANIM-3SG.ANIM food eat-PST-FIN,He/she ate the food.
synthetic_new_glossed.eaf,739,1553992,1555961,apɛ d̪ɔ pɘɾsi paɽha͡o̯akada,apɛ d̪ɔ pɘɾsi paɽha͡o̯-akad-a,2PL TOP language study-PRF-FIN,You all have studied the language.
synthetic_texts_glossed.eaf,740,1555961,1557577,əguə̯daɾ d̪ɔ mɔ̃ɟa,əguə̯daɾ d̪ɔ mɔ̃ɟ-a,forerunner TOP good-FIN,The forerunner is good.
synthetic_paradigm_glossed.eaf,741,1557577,1559289,oŋkoko pɘɾsi ɾɔɽkeda,oŋko-ko pɘɾsi ɾɔɽ-ked-a,3PL.ANIM-3PL.ANIM language speak-PST-FIN,They spoke the language.
synthetic_texts_glossed.eaf,742,1559289,1561060,kaʈa d̪ɔ mɔ̃ɟa,kaʈa d̪ɔ mɔ̃ɟ-a,foot TOP good-FIN,The foot is good.
synthetic_paradigm_glossed.eaf,743,1561060,1563110,amaʔ gɔgɔ d̪ɔ lɘʈua,am-aʔ gɔgɔ d̪ɔ lɘʈu-a,2SG-GEN mother TOP small-FIN,Your mother is small.
synthetic_texts_glossed.eaf,744,1563110,1564847,bəhni d̪ɔ nɔwaa,bəhni d̪ɔ nɔwa-a,round.jar TOP new-FIN,The round jar is new.
synthetic_see_paradigm.eaf,745,1564847,1567119,am d̪ɔ aɾoɳʈ bam ɲɛla,am d̪ɔ aɾoɳʈ ba-m ɲɛl-a,2SG TOP warrant NEG-2SG see-FIN,You do not see the warrant.
synthetic_texts_glossed.eaf,746,1567119,1568813,ɔkt̪ɛ d̪ɔ ɟɘɾuɽa,ɔkt̪ɛ d̪ɔ ɟɘɾuɽ-a,time TOP important-FIN,The time is important.
synthetic_paradigm_glossed.eaf,747,1568813,1570874,amaʔ bʰisoɾ d̪ɔ ɟɘɾuɽa,am-aʔ bʰisoɾ d̪ɔ ɟɘɾuɽ-a,2SG-GEN omission.of.duty TOP important-FIN,Your omission of duty is important.
synthetic_school_dialogue_glossed.eaf,748,1570874,1573472,sɛt̪aʔɾɛ iɲ pɘɾsi ɔlɔʔkat̪ɛ kuɲɾɛ gat̪ea,sɛt̪aʔ-ɾɛ iɲ pɘɾsi ɔlɔʔ-kat̪ɛ kuɲ-ɾɛ gat̪e-a,morning-LOC 1SG language write-CVB well-LOC play-FIN,"In the morning, I write the language and then play in the well."
synthetic_texts_glossed.eaf,749,1573472,1575198,kuɲɾɛ badla menaa,kuɲ-ɾɛ badla mena-a,well-LOC exchange exist-FIN,There is an exchange in the well.
synthetic_texts_glossed.eaf,750,1575198,1576903,gaɖaɾɛ kuɲ menaa,gaɖa-ɾɛ kuɲ mena-a,river-LOC well exist-FIN,There is a well in the river.
synthetic_see_paradigm.eaf,751,1576903,1579147,iɲ d̪ɔ kat̪ʰa bɘɲ paɽha͡o̯a,iɲ d̪ɔ kat̪ʰa bɘ-ɲ paɽha͡o̯-a,1SG TOP word NEG-1SG study-FIN,I do not study the word.
synthetic_texts_glossed.eaf,752,1579147,1580668,bat͡ʃʰɽa koɽa d̪ɔ lɘʈua,bat͡ʃʰɽa koɽa d̪ɔ lɘʈu-a,hobbledehoy TOP small-FIN,The hobbledehoy is small.
synthetic_school_dialogue_glossed.eaf,753,1580668,1583499,ɔkt̪ɛɾɛ oŋko t̪o̯͡a ɲukat̪ɛ iskulɾɛ hiɟuʔa,ɔkt̪ɛ-ɾɛ oŋko t̪o̯͡a ɲu-kat̪ɛ iskul-ɾɛ hiɟuʔ-a,time-LOC 3PL.ANIM milk drink-CVB school-LOC come-FIN,"At that time, they drink the milk and then come to the school."
synthetic_paradigm_glossed.eaf,754,1583499,1585604,uniaʔ akʰɾa d̪ɔ mɔ̃ɟa,uni-aʔ akʰɾa d̪ɔ mɔ̃ɟ-a,3SG-GEN gathering TOP good-FIN,His/her gathering is good.
synthetic_dialogues_glossed.eaf,755,1585604,1588934,am d̪ɔ kat̪ʰa ɔlɔʔa mɛnkʰan kat̪ʰa bam ɔlɔʔa,am d̪ɔ kat̪ʰa ɔlɔʔ-a mɛnkʰan kat̪ʰa ba-m ɔlɔʔ-a,2SG TOP word write-FIN but word NEG-2SG write-FIN,"You will write the word, but do not write the word."
synthetic_bangla_glossed.eaf,756,1588934,1591141,uni d̪ɔ gʰuɽi kiɾiɲa,uni d̪ɔ gʰuɽi kiɾiɲ-a,3SG.ANIM TOP watch buy-FIN,He/she will buy the watch.
synthetic_texts_glossed.eaf,757,1591141,1592732,ɔɽaʔ d̪ɔ sapʰaa,ɔɽaʔ d̪ɔ sapʰa-a,house TOP clean-FIN,The house is clean.
synthetic_texts_glossed.eaf,758,1592732,1594534,basaɾɛ baŋ ganok̕ak̕ menaa,basa-ɾɛ baŋ ganok̕ak̕ mena-a,residence-LOC impropriety exist-FIN,There is an impropriety in the residence.
synthetic_texts_glossed.eaf,759,1594534,1596280,balbal d̪ɔ mɔ̃ɟa,balbal d̪ɔ mɔ̃ɟ-a,perspiration TOP good-FIN,The perspiration is good.
synthetic_texts_glossed.eaf,760,1596280,1597807,bəlis d̪ɔ mɔ̃ɟa,bəlis d̪ɔ mɔ̃ɟ-a,pillow TOP good-FIN,The pillow is good.
synthetic_bangla_glossed.eaf,761,1597807,1600472,iɲ d̪ɔ apʰsoɾ aɾ ananas ɲɛla,iɲ d̪ɔ apʰsoɾ aɾ ananas ɲɛl-a,1SG TOP leisure and pineapple see-FIN,I will see the leisure and the pineapple.
synthetic_texts_glossed.eaf,762,1600472,1602152,ad͡ʒʰãʈ d̪ɔ mɔ̃ɟa,ad͡ʒʰãʈ d̪ɔ mɔ̃ɟ-a,force TOP good-FIN,The force is good.
synthetic_dialogues_glossed.eaf,763,1602152,1605724,am d̪ɔ ɟɔmaʔ ɲama mɛnkʰan ɾan bam ɲama,am d̪ɔ ɟɔmaʔ ɲam-a mɛnkʰan ɾan ba-m ɲam-a,2SG TOP food get-FIN but medicine NEG-2SG get-FIN,"You will get the food, but do not get the medicine."
synthetic_texts_glossed.eaf,764,1605724,1607419,iskulɾɛ bag menaa,iskul-ɾɛ bag mena-a,school-LOC bridle exist-FIN,There is a bridle in the school.
synthetic_see_paradigm.eaf,765,1607419,1608634,iɲiɲ gɔc̚ʔɛd̪a,iɲ-iɲ gɔc̚ʔ-ɛ-d̪a,1SG-1SG die-PROG-FIN,I am dying.
synthetic_paradigm_glossed.eaf,766,1608634,1610830,oŋkoaʔ bəd͡ʒniə̯ d̪ɔ mɔ̃ɟa,oŋko-aʔ bəd͡ʒniə̯ d̪ɔ mɔ̃ɟ-a,3PL-GEN gossiping TOP good-FIN,Their gossiping is good.
synthetic_new_glossed_3.eaf,767,1610830,1613161,mit̪ʔ ʈaka d̪ɔ iskulɾɛ menaa,mit̪ʔ ʈaka d̪ɔ iskul-ɾɛ mena-a,one money TOP school-LOC exist-FIN,One money is in the school.
synthetic_texts_glossed.eaf,768,1613161,1614959,bəki d̪ɔ nɔwaa,bəki d̪ɔ nɔwa-a,arrears TOP new-FIN,The arrears is new.
synthetic_new_glossed_3.eaf,769,1614959,1617458,mit̪ʔʈɛn bap dada d̪ɔ ɟɔlaɾɛ menaa,mit̪ʔ-ʈɛn bap dada d̪ɔ ɟɔla-ɾɛ mena-a,one-CLF.HUM ancestors TOP lake-LOC exist-FIN,One ancestors is in the lake.
synthetic_see_paradigm.eaf,770,1617458,1619947,apɛ d̪ɔ gɔgɔ bapɛ gɔɽɔa,apɛ d̪ɔ gɔgɔ ba-pɛ gɔɽɔ-a,2PL TOP mother NEG-2PL help-FIN,You all do not help the mother.
synthetic_texts_glossed.eaf,771,1619947,1621779,əndʰi dak̕ d̪ɔ ɟɘɾuɽa,əndʰi dak̕ d̪ɔ ɟɘɾuɽ-a,storm.of.wind TOP important-FIN,The storm of wind & rain is important.
synthetic_bangla_glossed.eaf,772,1621779,1623791,apɛ d̪ɔ baba gɔɽɔa,apɛ d̪ɔ baba gɔɽɔ-a,2PL TOP father help-FIN,You all will help the father.
synthetic_school_dialogue_glossed.eaf,773,1623791,1626686,t̪eheɲɾɛ alɛ gʰuɽi kiɾiɲkat̪ɛ ɔɽaʔɾɛ hiɟuʔa,t̪eheɲ-ɾɛ alɛ gʰuɽi kiɾiɲ-kat̪ɛ ɔɽaʔ-ɾɛ hiɟuʔ-a,today-LOC 1PL.EXCL watch buy-CVB house-LOC come-FIN,"Today, we buy the watch and then come to the house."
synthetic_new_glossed_3.eaf,774,1626686,1629115,mit̪ʔʈɛn baba d̪ɔ sɔhɔɽɾɛ menaa,mit̪ʔ-ʈɛn baba d̪ɔ sɔhɔɽ-ɾɛ mena-a,one-CLF.HUM father TOP town-LOC exist-FIN,One father is in the town.
synthetic_texts_glossed.eaf,775,1629115,1630764,bəteɾɛ bambeɾ menaa,bəte-ɾɛ bambeɾ mena-a,courtyard.of.house-LOC torch exist-FIN,There is a torch in the courtyard of house.
synthetic_paradigm_glossed.eaf,776,1630764,1632813,apɛaʔ baha āowāɾ d̪ɔ nɔwaa,apɛ-aʔ baha āowāɾ d̪ɔ nɔwa-a,2PL-GEN afterbirth.placenta TOP new-FIN,Your afterbirth placenta is new.
synthetic_paradigm_glossed.eaf,777,1632813,1634699,oŋkoaʔ hɔɽ d̪ɔ ɾɘskɘa,oŋko-aʔ hɔɽ d̪ɔ ɾɘskɘ-a,3PL-GEN person TOP happy-FIN,Their person is happy.
synthetic_paradigm_glossed.eaf,778,1634699,1636776,apɛaʔ gʰuɽi d̪ɔ sapʰaa,apɛ-aʔ gʰuɽi d̪ɔ sapʰa-a,2PL-GEN watch TOP clean-FIN,Your watch is clean.
synthetic_see_paradigm.eaf,779,1636776,1639224,uni d̪ɔ ɟɔmaʔ bai̯ ɘkʰɾiɲa,uni d̪ɔ ɟɔmaʔ ba-i̯ ɘkʰɾiɲ-a,3SG.ANIM TOP food NEG-3SG.ANIM sell-FIN,He/she does not sell the food.
synthetic_school_dialogue_glossed.eaf,780,1639224,1641832,ɔkt̪ɛɾɛ uni sikʰnɘt̪ paɽha͡o̯kat̪ɛ ɟɔlaɾɛ gat̪ea,ɔkt̪ɛ-ɾɛ uni sikʰnɘt̪ paɽha͡o̯-kat̪ɛ ɟɔla-ɾɛ gat̪e-a,time-LOC 3SG.ANIM lesson study-CVB lake-LOC play-FIN,"At that time, he/she study the lesson and then play in the lake."
synthetic_paradigm_glossed.eaf,781,1641832,1643674,apɛpɛ ɟɔmaʔ ɲamkeda,apɛ-pɛ ɟɔmaʔ ɲam-ked-a,2PL-2PL food get-PST-FIN,You all got the food.
synthetic_texts_glossed.eaf,782,1643674,1645234,gaɖaɾɛ ɟiŋgi menaa,gaɖa-ɾɛ ɟiŋgi mena-a,river-LOC life exist-FIN,There is a life in the river.
synthetic_imperatives_glossed.eaf,783,1645234,1647349,d̪a.ja kat̪ɛ kat̪ʰa paɽha͡o̯mɛ,d̪a.ja kat̪ɛ kat̪ʰa paɽha͡o̯-mɛ,please Manner word study-IMP.2SG.POL,Please study the word.
synthetic_bangla_glossed.eaf,784,1647349,1650167,uni d̪ɔ d̪aʔ aɾ t̪o̯͡a ɲua,uni d̪ɔ d̪aʔ aɾ t̪o̯͡a ɲu-a,3SG.ANIM TOP water and milk drink-FIN,He/she will drink the water and the milk.
synthetic_paradigm_glossed.eaf,785,1650167,1652310,uniaʔ ɟaŋga d̪ɔ ɟɘɾuɽa,uni-aʔ ɟaŋga d̪ɔ ɟɘɾuɽ-a,3SG-GEN leg TOP important-FIN,His/her leg is important.
synthetic_see_paradigm.eaf,786,1652310,1653758,apɛpɛ gat̪eɛd̪a,apɛ-pɛ gat̪e-ɛ-d̪a,2PL-2PL play-PROG-FIN,You all are playing.
synthetic_see_paradigm.eaf,787,1653758,1656224,alɛ d̪ɔ ɟɔmaʔ balɛ ɘkʰɾiɲa,alɛ d̪ɔ ɟɔmaʔ ba-lɛ ɘkʰɾiɲ-a,1PL.EXCL TOP food NEG-1PL.EXCL sell-FIN,We do not sell the food.
synthetic_dialogues_glossed.eaf,788,1656224,1658246,ɟɘliɘ d̪ɔ ɔkaɾɛ menaa,ɟɘliɘ d̪ɔ ɔka-ɾɛ mena-a,fisherman TOP where-LOC exist-FIN,Where is the fisherman?
synthetic_bangla_glossed.eaf,789,1658246,1660277,am d̪ɔ mɔbaĭl pʰon kiɾiɲa,am d̪ɔ mɔbaĭl pʰon kiɾiɲ-a,2SG TOP mobile.phone buy-FIN,You will buy the mobile phone.
synthetic_new_glossed_3.eaf,790,1660277,1662655,mit̪ʔʈɛn bemblaha d̪ɔ gaɖaɾɛ menaa,mit̪ʔ-ʈɛn bemblaha d̪ɔ gaɖa-ɾɛ mena-a,one-CLF.HUM fool TOP river-LOC exist-FIN,One fool is in the river.
synthetic_school_dialogue_glossed.eaf,791,1662655,1665513,hɔlaɾɛ apɛ basaŋ ɟɔmkat̪ɛ iskulɾɛ hiɟuʔa,hɔla-ɾɛ apɛ basaŋ ɟɔm-kat̪ɛ iskul-ɾɛ hiɟuʔ-a,yesterday-LOC 2PL cooked.food eat-CVB school-LOC come-FIN,"Yesterday, you all eat the cooked food and then come to the school."
synthetic_texts_glossed.eaf,792,1665513,1667071,ban d̪ɔ nɔwaa,ban d̪ɔ nɔwa-a,sorcery TOP new-FIN,The sorcery is new.
synthetic_school_dialogue_glossed.eaf,793,1667071,1669777,ɔkt̪ɛɾɛ alɛ haku ɟɔmkat̪ɛ sɔhɔɽɾɛ gat̪ea,ɔkt̪ɛ-ɾɛ alɛ haku ɟɔm-kat̪ɛ sɔhɔɽ-ɾɛ gat̪e-a,time-LOC 1PL.EXCL fish eat-CVB town-LOC play-FIN,"At that time, we eat the fish and then play in the town."
synthetic_school_dialogue_glossed.eaf,794,1669777,1672485,sɛt̪aʔɾɛ apɛ ajat ɲɛlkat̪ɛ ɟɔlaɾɛ gat̪ea,sɛt̪aʔ-ɾɛ apɛ ajat ɲɛl-kat̪ɛ ɟɔla-ɾɛ gat̪e-a,morning-LOC 2PL sentence see-CVB lake-LOC play-FIN,"In the morning, you all see the sentence and then play in the lake."
synthetic_bangla_glossed.eaf,795,1672485,1674382,alɛ d̪ɔ aɽhəi̯ə ɲɛla,alɛ d̪ɔ aɽhəi̯ə ɲɛl-a,1PL.EXCL TOP scouring.in.cattle see-FIN,We will see the scouring in cattle.
