file,utterance_id,start_ms,end_ms,bangla,english,ipa_original,ipa_normalized,segments,glosses,notes
synthetic_paradigm_glossed.eaf,384,812818,814882,[SYN.384] তাদের মধু ভালো।,Their honey is good.,oŋkoaʔ ɲɛlɛɾasa d̪ɔ mɔ̃ɟa.,oŋko-aʔ ɲɛlɛɾasa d̪ɔ mɔ̃ɟ-a.,oŋko-aʔ | ɲɛlɛɾasa | d̪ɔ | mɔ̃ɟ-a,3PL-GEN | honey | TOP | good-FIN,
synthetic_texts_glossed.eaf,385,814882,816530,[SYN.385] কিশোরটি পরিষ্কার।,The lad is clean.,bat͡ʃʰɽa d̪ɔ sapʰaa.,bat͡ʃʰɽa d̪ɔ sapʰa-a.,bat͡ʃʰɽa | d̪ɔ | sapʰa-a,lad | TOP | clean-FIN,
synthetic_bangla_glossed.eaf,386,816530,818570,[SYN.386] তোমরা খাবার কিনবে।,You all will buy the food.,apɛ d̪ɔ ɟɔmaʔ kiɾiɲa.,apɛ d̪ɔ ɟɔmaʔ kiɾiɲ-a.,apɛ | d̪ɔ | ɟɔmaʔ | kiɾiɲ-a,2PL | TOP | food | buy-FIN,
synthetic_school_dialogue_glossed.eaf,387,818570,821461,[SYN.387] সকালে আমরা ভাষা পড়ে স্কুলে যাব।,"In the morning, we study the language and then go to the school.",sɛt̪aʔɾɛ alɛ pɘɾsi paɽha͡o̯kat̪ɛ iskulɾɛ calaʔa.,sɛt̪aʔ-ɾɛ alɛ pɘɾsi paɽha͡o̯-kat̪ɛ iskul-ɾɛ calaʔ-a.,sɛt̪aʔ-ɾɛ | alɛ | pɘɾsi | paɽha͡o̯-kat̪ɛ | iskul-ɾɛ | calaʔ-a,morning-LOC | 1PL.EXCL | language | study-CVB | school-LOC | go-FIN,
synthetic_see_paradigm.eaf,388,821461,823911,[SYN.388] তারা মোবাইল ফোন বিক্রি করবে না।,They do not sell the mobile phone.,oŋko d̪ɔ mɔbaĭl pʰon bako ɘkʰɾiɲa.,oŋko d̪ɔ mɔbaĭl pʰon ba-ko ɘkʰɾiɲ-a.,oŋko | d̪ɔ | mɔbaĭl pʰon | ba-ko | ɘkʰɾiɲ-a,3PL.ANIM | TOP | mobile.phone | NEG-3PL.ANIM | sell-FIN,Synthetic NEG-pronominal marker pattern from the see paradigm.
synthetic_paradigm_glossed.eaf,389,823911,825991,[SYN.389] তাদের পূর্বপুরুষ গুরুত্বপূর্ণ।,Their patriarch is important.,oŋkoaʔ əgil hapɽam d̪ɔ ɟɘɾuɽa.,oŋko-aʔ əgil hapɽam d̪ɔ ɟɘɾuɽ-a.,oŋko-aʔ | əgil hapɽam | d̪ɔ | ɟɘɾuɽ-a,3PL-GEN | patriarch | TOP | important-FIN,
synthetic_school_dialogue_glossed.eaf,390,825991,828608,[SYN.390] আজ আমরা রান্না খেয়ে কুয়ায় যাব।,"Today, we eat the cooked food and then go to the well.",t̪eheɲɾɛ alɛ basaŋ ɟɔmkat̪ɛ kuɲɾɛ calaʔa.,t̪eheɲ-ɾɛ alɛ basaŋ ɟɔm-kat̪ɛ kuɲ-ɾɛ calaʔ-a.,t̪eheɲ-ɾɛ | alɛ | basaŋ | ɟɔm-kat̪ɛ | kuɲ-ɾɛ | calaʔ-a,today-LOC | 1PL.EXCL | cooked.food | eat-CVB | well-LOC | go-FIN,Synthetic sequential CVB clause with -kat̪ɛ.
synthetic_imperatives_glossed.eaf,391,828608,830763,[SYN.391] দয়া করে মাছ খাও।,Please eat the fish.,d̪a.ja kat̪ɛ haku ɟɔmmɛ.,d̪a.ja kat̪ɛ haku ɟɔm-mɛ.,d̪a.ja | kat̪ɛ | haku | ɟɔm-mɛ,please | Manner | fish | eat-IMP.2SG.POL,
synthetic_see_paradigm.eaf,392,830763,833182,[SYN.392] তারা রান্না খাবে না।,They do not eat the cooked food.,oŋko d̪ɔ basaŋ bako ɟɔma.,oŋko d̪ɔ basaŋ ba-ko ɟɔm-a.,oŋko | d̪ɔ | basaŋ | ba-ko | ɟɔm-a,3PL.ANIM | TOP | cooked.food | NEG-3PL.ANIM | eat-FIN,Synthetic NEG-pronominal marker pattern from the see paradigm.
synthetic_paradigm_glossed.eaf,393,833182,834905,[SYN.393] আমি ছবি পেয়েছিলাম।,I got the photo.,iɲiɲ pʰɔʈɔ ɲamkeda.,iɲ-iɲ pʰɔʈɔ ɲam-ked-a.,iɲ-iɲ | pʰɔʈɔ | ɲam-ked-a,1SG-1SG | photo | get-PST-FIN,Synthetic PST-FIN transitive pattern using dictionary/core lexicon.
synthetic_see_paradigm.eaf,394,834905,836193,[SYN.394] আমরা পাচ্ছি।,We are getting.,alɛlɛ ɲamɛd̪a.,alɛ-lɛ ɲam-ɛ-d̪a.,alɛ-lɛ | ɲam-ɛ-d̪a,1PL.EXCL-1PL.EXCL | get-PROG-FIN,
synthetic_paradigm_glossed.eaf,395,836193,838080,[SYN.395] তোমাদের বাজি ভালো।,Your bet is good.,apɛaʔ bəɾd͡ʒid d̪ɔ mɔ̃ɟa.,apɛ-aʔ bəɾd͡ʒid d̪ɔ mɔ̃ɟ-a.,apɛ-aʔ | bəɾd͡ʒid | d̪ɔ | mɔ̃ɟ-a,2PL-GEN | bet | TOP | good-FIN,Synthetic GEN + TOP clause using pronoun markers from ground truth.
synthetic_bangla_glossed.eaf,396,838080,840026,[SYN.396] সে মা সাহায্য করবে।,He/she will help the mother.,uni d̪ɔ gɔgɔ gɔɽɔa.,uni d̪ɔ gɔgɔ gɔɽɔ-a.,uni | d̪ɔ | gɔgɔ | gɔɽɔ-a,3SG.ANIM | TOP | mother | help-FIN,
synthetic_texts_glossed.eaf,397,840026,841631,[SYN.397] পাড়াে একটি প্রণয়ভঙ্গি আছে।,There is a coquetry in the neighbourhood.,aɖe paseɾɛ əngɾa menaa.,aɖe pase-ɾɛ əngɾa mena-a.,aɖe pase-ɾɛ | əngɾa | mena-a,neighbourhood-LOC | coquetry | exist-FIN,
synthetic_see_paradigm.eaf,398,841631,843081,[SYN.398] তোমরা খাচ্ছ।,You all are eating.,apɛpɛ ɟɔmɛd̪a.,apɛ-pɛ ɟɔm-ɛ-d̪a.,apɛ-pɛ | ɟɔm-ɛ-d̪a,2PL-2PL | eat-PROG-FIN,Synthetic PROG-FIN agreement pattern based on see-paradigm rows.
synthetic_texts_glossed.eaf,399,843081,844812,[SYN.399] উত্তরাধিকারটি ভালো।,The inheritance is good.,əi̯dəɾi d̪ɔ mɔ̃ɟa.,əi̯dəɾi d̪ɔ mɔ̃ɟ-a.,əi̯dəɾi | d̪ɔ | mɔ̃ɟ-a,inheritance | TOP | good-FIN,
synthetic_school_dialogue_glossed.eaf,400,844812,847609,[SYN.400] আজ তারা ঘড়ি কিনে কুয়ায় খেলবে।,"Today, they buy the watch and then play in the well.",t̪eheɲɾɛ oŋko gʰuɽi kiɾiɲkat̪ɛ kuɲɾɛ gat̪ea.,t̪eheɲ-ɾɛ oŋko gʰuɽi kiɾiɲ-kat̪ɛ kuɲ-ɾɛ gat̪e-a.,t̪eheɲ-ɾɛ | oŋko | gʰuɽi | kiɾiɲ-kat̪ɛ | kuɲ-ɾɛ | gat̪e-a,today-LOC | 3PL.ANIM | watch | buy-CVB | well-LOC | play-FIN,Synthetic sequential CVB clause with -kat̪ɛ.
synthetic_new_glossed.eaf,401,847609,849757,[SYN.401] তোমরা ভাষা লিখেছ।,You all have written the language.,apɛ d̪ɔ pɘɾsi ɔlɔʔakada.,apɛ d̪ɔ pɘɾsi ɔlɔʔ-akad-a.,apɛ | d̪ɔ | pɘɾsi | ɔlɔʔ-akad-a,2PL | TOP | language | write-PRF-FIN,
synthetic_texts_glossed.eaf,402,849757,851281,[SYN.402] আদালতটি নতুন।,The court is new.,adalot d̪ɔ nɔwaa.,adalot d̪ɔ nɔwa-a.,adalot | d̪ɔ | nɔwa-a,court | TOP | new-FIN,
synthetic_bangla_glossed.eaf,403,851281,853320,[SYN.403] তোমরা রক্তমূত্র দেখবে।,You all will see the haematuria.,apɛ d̪ɔ aɾak̕ d͡ʒʰaɾ ɲɛla.,apɛ d̪ɔ aɾak̕ d͡ʒʰaɾ ɲɛl-a.,apɛ | d̪ɔ | aɾak̕ d͡ʒʰaɾ | ɲɛl-a,2PL | TOP | haematuria | see-FIN,
synthetic_paradigm_glossed.eaf,404,853320,855342,[SYN.404] তোমার ঘড়ি গুরুত্বপূর্ণ।,Your watch is important.,amaʔ gʰuɽi d̪ɔ ɟɘɾuɽa.,am-aʔ gʰuɽi d̪ɔ ɟɘɾuɽ-a.,am-aʔ | gʰuɽi | d̪ɔ | ɟɘɾuɽ-a,2SG-GEN | watch | TOP | important-FIN,
synthetic_paradigm_glossed.eaf,405,855342,857031,[SYN.405] সে ভাষা লিখেছিল।,He/she wrote the language.,unii̯ pɘɾsi ɔlɔʔkeda.,uni-i̯ pɘɾsi ɔlɔʔ-ked-a.,uni-i̯ | pɘɾsi | ɔlɔʔ-ked-a,3SG.ANIM-3SG.ANIM | language | write-PST-FIN,Synthetic PST-FIN transitive pattern using dictionary/core lexicon.
synthetic_texts_glossed.eaf,406,857031,858739,[SYN.406] প্রতিবেশীটি গুরুত্বপূর্ণ।,The neighbours is important.,aɖepaseɾenko d̪ɔ ɟɘɾuɽa.,aɖepaseɾenko d̪ɔ ɟɘɾuɽ-a.,aɖepaseɾenko | d̪ɔ | ɟɘɾuɽ-a,neighbours | TOP | important-FIN,
synthetic_paradigm_glossed.eaf,407,858739,860401,[SYN.407] তোমরা মা সাহায্য করেছিলে।,You all helped the mother.,apɛpɛ gɔgɔ gɔɽɔkeda.,apɛ-pɛ gɔgɔ gɔɽɔ-ked-a.,apɛ-pɛ | gɔgɔ | gɔɽɔ-ked-a,2PL-2PL | mother | help-PST-FIN,
synthetic_dialogues_glossed.eaf,408,860401,862379,[SYN.408] শহর কোথায় আছে?,Where is the town?,sɔhɔɽ d̪ɔ ɔkaɾɛ menaa.,sɔhɔɽ d̪ɔ ɔka-ɾɛ mena-a.,sɔhɔɽ | d̪ɔ | ɔka-ɾɛ | mena-a,town | TOP | where-LOC | exist-FIN,
synthetic_paradigm_glossed.eaf,409,862379,864301,[SYN.409] তোমাদের পুঁজ নতুন।,Your pus is new.,apɛaʔ bele d̪ɔ nɔwaa.,apɛ-aʔ bele d̪ɔ nɔwa-a.,apɛ-aʔ | bele | d̪ɔ | nɔwa-a,2PL-GEN | pus | TOP | new-FIN,
synthetic_paradigm_glossed.eaf,410,864301,866256,[SYN.410] আমাদের মজুরি নতুন।,Our wages is new.,alɛaʔ bən d̪ɔ nɔwaa.,alɛ-aʔ bən d̪ɔ nɔwa-a.,alɛ-aʔ | bən | d̪ɔ | nɔwa-a,1PL.EXCL-GEN | wages | TOP | new-FIN,
synthetic_bangla_glossed.eaf,411,866256,868174,[SYN.411] তুমি ঘড়ি বিক্রি করবে।,You will sell the watch.,am d̪ɔ gʰuɽi ɘkʰɾiɲa.,am d̪ɔ gʰuɽi ɘkʰɾiɲ-a.,am | d̪ɔ | gʰuɽi | ɘkʰɾiɲ-a,2SG | TOP | watch | sell-FIN,
synthetic_new_glossed.eaf,412,868174,870071,[SYN.412] তারা খাবার পেয়েছে।,They have gotten the food.,oŋko d̪ɔ ɟɔmaʔ ɲamakada.,oŋko d̪ɔ ɟɔmaʔ ɲam-akad-a.,oŋko | d̪ɔ | ɟɔmaʔ | ɲam-akad-a,3PL.ANIM | TOP | food | get-PRF-FIN,
synthetic_see_paradigm.eaf,413,870071,871384,[SYN.413] তোমরা যাচ্ছ।,You all are going.,apɛpɛ calaʔɛd̪a.,apɛ-pɛ calaʔ-ɛ-d̪a.,apɛ-pɛ | calaʔ-ɛ-d̪a,2PL-2PL | go-PROG-FIN,
synthetic_texts_glossed.eaf,414,871384,872896,[SYN.414] উই পোকাটি ছোট।,The termite is small.,bʰuku d̪ɔ lɘʈua.,bʰuku d̪ɔ lɘʈu-a.,bʰuku | d̪ɔ | lɘʈu-a,termite | TOP | small-FIN,Synthetic TOP + adjectival-FIN clause following layout A/B labels.
synthetic_dialogues_glossed.eaf,415,872896,876545,"[SYN.415] তুমি ঘড়ি বিক্রি করবে, কিন্তু খাবার বিক্রি করবে না।","You will sell the watch, but do not sell the food.",am d̪ɔ gʰuɽi ɘkʰɾiɲa mɛnkʰan ɟɔmaʔ bam ɘkʰɾiɲa.,am d̪ɔ gʰuɽi ɘkʰɾiɲ-a mɛnkʰan ɟɔmaʔ ba-m ɘkʰɾiɲ-a.,am | d̪ɔ | gʰuɽi | ɘkʰɾiɲ-a | mɛnkʰan | ɟɔmaʔ | ba-m | ɘkʰɾiɲ-a,2SG | TOP | watch | sell-FIN | but | food | NEG-2SG | sell-FIN,
synthetic_new_glossed_3.eaf,416,876545,878920,[SYN.416] একটি ঔষধ কুয়ায় আছে।,One medicine is in the well.,mit̪ʔ ɾan d̪ɔ kuɲɾɛ menaa.,mit̪ʔ ɾan d̪ɔ kuɲ-ɾɛ mena-a.,mit̪ʔ | ɾan | d̪ɔ | kuɲ-ɾɛ | mena-a,one | medicine | TOP | well-LOC | exist-FIN,Synthetic classifier + LOC/exist clause.
synthetic_paradigm_glossed.eaf,417,878920,880984,[SYN.417] তোমাদের আয়না নতুন।,Your mirror is new.,apɛaʔ əɾsi d̪ɔ nɔwaa.,apɛ-aʔ əɾsi d̪ɔ nɔwa-a.,apɛ-aʔ | əɾsi | d̪ɔ | nɔwa-a,2PL-GEN | mirror | TOP | new-FIN,
synthetic_imperatives_glossed.eaf,418,880984,883098,[SYN.418] দয়া করে কুয়ায় অপেক্ষা করো।,Please wait in the well.,d̪a.ja kat̪ɛ kuɲɾɛ t̪ɘŋgimɛ.,d̪a.ja kat̪ɛ kuɲ-ɾɛ t̪ɘŋgi-mɛ.,d̪a.ja | kat̪ɛ | kuɲ-ɾɛ | t̪ɘŋgi-mɛ,please | Manner | well-LOC | wait-IMP.2SG.POL,
synthetic_paradigm_glossed.eaf,419,883098,884996,[SYN.419] তাদের ফুল গুরুত্বপূর্ণ।,Their flower is important.,oŋkoaʔ baha d̪ɔ ɟɘɾuɽa.,oŋko-aʔ baha d̪ɔ ɟɘɾuɽ-a.,oŋko-aʔ | baha | d̪ɔ | ɟɘɾuɽ-a,3PL-GEN | flower | TOP | important-FIN,
synthetic_new_glossed_3.eaf,420,884996,887339,[SYN.420] একটি বাঘ নদীতে আছে।,One tiger is in the river.,mit̪ʔʈɛn t̪ɘɾup̚ʔ d̪ɔ gaɖaɾɛ menaa.,mit̪ʔ-ʈɛn t̪ɘɾup̚ʔ d̪ɔ gaɖa-ɾɛ mena-a.,mit̪ʔ-ʈɛn | t̪ɘɾup̚ʔ | d̪ɔ | gaɖa-ɾɛ | mena-a,one-CLF.HUM | tiger | TOP | river-LOC | exist-FIN,
synthetic_paradigm_glossed.eaf,421,887339,888981,[SYN.421] আমরা দুধ পান করেছিলাম।,We drank the milk.,alɛlɛ t̪o̯͡a ɲukeda.,alɛ-lɛ t̪o̯͡a ɲu-ked-a.,alɛ-lɛ | t̪o̯͡a | ɲu-ked-a,1PL.EXCL-1PL.EXCL | milk | drink-PST-FIN,
synthetic_see_paradigm.eaf,422,888981,891465,[SYN.422] আমরা পানি পান করব না।,We do not drink the water.,alɛ d̪ɔ d̪aʔ balɛ ɲua.,alɛ d̪ɔ d̪aʔ ba-lɛ ɲu-a.,alɛ | d̪ɔ | d̪aʔ | ba-lɛ | ɲu-a,1PL.EXCL | TOP | water | NEG-1PL.EXCL | drink-FIN,
synthetic_texts_glossed.eaf,423,891465,893209,[SYN.423] অসম্মানটি গুরুত্বপূর্ণ।,The disrespect is important.,bɛmanɔt d̪ɔ ɟɘɾuɽa.,bɛmanɔt d̪ɔ ɟɘɾuɽ-a.,bɛmanɔt | d̪ɔ | ɟɘɾuɽ-a,disrespect | TOP | important-FIN,
synthetic_paradigm_glossed.eaf,424,893209,895162,[SYN.424] তোমাদের পা গুরুত্বপূর্ণ।,Your foot is important.,apɛaʔ kaʈa d̪ɔ ɟɘɾuɽa.,apɛ-aʔ kaʈa d̪ɔ ɟɘɾuɽ-a.,apɛ-aʔ | kaʈa | d̪ɔ | ɟɘɾuɽ-a,2PL-GEN | foot | TOP | important-FIN,
synthetic_bangla_glossed.eaf,425,895162,897976,[SYN.425] আমরা একমুঠো ও টকশাক দেখব।,We will see the handful and the sorel.,alɛ d̪ɔ aɲd͡ʒle aɾ aɾak̕ kudɾum ɲɛla.,alɛ d̪ɔ aɲd͡ʒle aɾ aɾak̕ kudɾum ɲɛl-a.,alɛ | d̪ɔ | aɲd͡ʒle | aɾ | aɾak̕ kudɾum | ɲɛl-a,1PL.EXCL | TOP | handful | and | sorel | see-FIN,
synthetic_dialogues_glossed.eaf,426,897976,901316,"[SYN.426] তোমরা প্রণয়ন দেখবে, কিন্তু যন্ত্রপাতি দেখবে না।","You all will see the enactment, but do not see the appliance.",apɛ d̪ɔ ən ɲɛla mɛnkʰan bandʰec̕ bapɛ ɲɛla.,apɛ d̪ɔ ən ɲɛl-a mɛnkʰan bandʰec̕ ba-pɛ ɲɛl-a.,apɛ | d̪ɔ | ən | ɲɛl-a | mɛnkʰan | bandʰec̕ | ba-pɛ | ɲɛl-a,2PL | TOP | enactment | see-FIN | but | appliance | NEG-2PL | see-FIN,
synthetic_new_glossed_3.eaf,427,901316,903563,[SYN.427] একটি শিশু শহরে আছে।,One child is in the town.,mit̪ʔʈɛn gid̪ɾɘ d̪ɔ sɔhɔɽɾɛ menaa.,mit̪ʔ-ʈɛn gid̪ɾɘ d̪ɔ sɔhɔɽ-ɾɛ mena-a.,mit̪ʔ-ʈɛn | gid̪ɾɘ | d̪ɔ | sɔhɔɽ-ɾɛ | mena-a,one-CLF.HUM | child | TOP | town-LOC | exist-FIN,Synthetic classifier + LOC/exist clause.
synthetic_texts_glossed.eaf,428,903563,905199,[SYN.428] বৈশাখ মাসটি পরিষ্কার।,The april-may is clean.,bəi̯sək d̪ɔ sapʰaa.,bəi̯sək d̪ɔ sapʰa-a.,bəi̯sək | d̪ɔ | sapʰa-a,april.may | TOP | clean-FIN,
synthetic_school_dialogue_glossed.eaf,429,905199,907895,[SYN.429] সকালে তুমি দুধ পান করে গ্রামে আসবে।,"In the morning, you drink the milk and then come to the village.",sɛt̪aʔɾɛ am t̪o̯͡a ɲukat̪ɛ at̪oɾɛ hiɟuʔa.,sɛt̪aʔ-ɾɛ am t̪o̯͡a ɲu-kat̪ɛ at̪o-ɾɛ hiɟuʔ-a.,sɛt̪aʔ-ɾɛ | am | t̪o̯͡a | ɲu-kat̪ɛ | at̪o-ɾɛ | hiɟuʔ-a,morning-LOC | 2SG | milk | drink-CVB | village-LOC | come-FIN,
synthetic_texts_glossed.eaf,430,907895,909488,[SYN.430] নদীতে একটি গান আছে।,There is a song in the river.,gaɖaɾɛ seɾeɲ menaa.,gaɖa-ɾɛ seɾeɲ mena-a.,gaɖa-ɾɛ | seɾeɲ | mena-a,river-LOC | song | exist-FIN,Synthetic LOC + exist-FIN clause matching mena-a patterns.
synthetic_bangla_glossed.eaf,431,909488,911596,[SYN.431] সে ঘড়ি বিক্রি করবে।,He/she will sell the watch.,uni d̪ɔ gʰuɽi ɘkʰɾiɲa.,uni d̪ɔ gʰuɽi ɘkʰɾiɲ-a.,uni | d̪ɔ | gʰuɽi | ɘkʰɾiɲ-a,3SG.ANIM | TOP | watch | sell-FIN,Synthetic transitive finite clause with TOP and FIN labels.
synthetic_texts_glossed.eaf,432,911596,913417,[SYN.432] স্কুলে একটি ভাষা আছে।,There is a language in the school.,iskulɾɛ pɘɾsi menaa.,iskul-ɾɛ pɘɾsi mena-a.,iskul-ɾɛ | pɘɾsi | mena-a,school-LOC | language | exist-FIN,Synthetic LOC + exist-FIN clause matching mena-a patterns.
synthetic_bangla_glossed.eaf,433,913417,915309,[SYN.433] আমি খাবার পাব।,I will get the food.,iɲ d̪ɔ ɟɔmaʔ ɲama.,iɲ d̪ɔ ɟɔmaʔ ɲam-a.,iɲ | d̪ɔ | ɟɔmaʔ | ɲam-a,1SG | TOP | food | get-FIN,Synthetic transitive finite clause with TOP and FIN labels.
synthetic_texts_glossed.eaf,434,915309,917133,[SYN.434] মাটি ছোট।,The mother is small.,gɔgɔ d̪ɔ lɘʈua.,gɔgɔ d̪ɔ lɘʈu-a.,gɔgɔ | d̪ɔ | lɘʈu-a,mother | TOP | small-FIN,
synthetic_texts_glossed.eaf,435,917133,918685,[SYN.435] বাসস্থানে একটি খড় আছে।,There is a chaff in the residence.,basaɾɛ bʰusə menaa.,basa-ɾɛ bʰusə mena-a.,basa-ɾɛ | bʰusə | mena-a,residence-LOC | chaff | exist-FIN,
synthetic_bangla_glossed.eaf,436,918685,921297,[SYN.436] তারা ঘড়ি ও খাবার কিনবে।,They will buy the watch and the food.,oŋko d̪ɔ gʰuɽi aɾ ɟɔmaʔ kiɾiɲa.,oŋko d̪ɔ gʰuɽi aɾ ɟɔmaʔ kiɾiɲ-a.,oŋko | d̪ɔ | gʰuɽi | aɾ | ɟɔmaʔ | kiɾiɲ-a,3PL.ANIM | TOP | watch | and | food | buy-FIN,
synthetic_see_paradigm.eaf,437,921297,922768,[SYN.437] তুমি আসছ।,You is coming.,amɛm hiɟuʔɛd̪a.,am-ɛm hiɟuʔ-ɛ-d̪a.,am-ɛm | hiɟuʔ-ɛ-d̪a,2SG-2SG | come-PROG-FIN,
synthetic_texts_glossed.eaf,438,922768,924388,[SYN.438] কোমরবন্ধটি পরিষ্কার।,The girth is clean.,beɽband d̪ɔ sapʰaa.,beɽband d̪ɔ sapʰa-a.,beɽband | d̪ɔ | sapʰa-a,girth | TOP | clean-FIN,
synthetic_bangla_glossed.eaf,439,924388,927104,[SYN.439] তারা ঘড়ি ও মোবাইল ফোন কিনবে।,They will buy the watch and the mobile phone.,oŋko d̪ɔ gʰuɽi aɾ mɔbaĭl pʰon kiɾiɲa.,oŋko d̪ɔ gʰuɽi aɾ mɔbaĭl pʰon kiɾiɲ-a.,oŋko | d̪ɔ | gʰuɽi | aɾ | mɔbaĭl pʰon | kiɾiɲ-a,3PL.ANIM | TOP | watch | and | mobile.phone | buy-FIN,
synthetic_school_dialogue_glossed.eaf,440,927104,929760,[SYN.440] গতকাল সে পাঠ পড়ে স্কুলে খেলবে।,"Yesterday, he/she study the lesson and then play in the school.",hɔlaɾɛ uni sikʰnɘt̪ paɽha͡o̯kat̪ɛ iskulɾɛ gat̪ea.,hɔla-ɾɛ uni sikʰnɘt̪ paɽha͡o̯-kat̪ɛ iskul-ɾɛ gat̪e-a.,hɔla-ɾɛ | uni | sikʰnɘt̪ | paɽha͡o̯-kat̪ɛ | iskul-ɾɛ | gat̪e-a,yesterday-LOC | 3SG.ANIM | lesson | study-CVB | school-LOC | play-FIN,
synthetic_see_paradigm.eaf,441,929760,932187,[SYN.441] তোমরা খাবার খাবে না।,You all do not eat the food.,apɛ d̪ɔ ɟɔmaʔ bapɛ ɟɔma.,apɛ d̪ɔ ɟɔmaʔ ba-pɛ ɟɔm-a.,apɛ | d̪ɔ | ɟɔmaʔ | ba-pɛ | ɟɔm-a,2PL | TOP | food | NEG-2PL | eat-FIN,
synthetic_texts_glossed.eaf,442,932187,934009,[SYN.442] মধুটি পরিষ্কার।,The honey is clean.,ɲɛlɛɾasa d̪ɔ sapʰaa.,ɲɛlɛɾasa d̪ɔ sapʰa-a.,ɲɛlɛɾasa | d̪ɔ | sapʰa-a,honey | TOP | clean-FIN,
synthetic_texts_glossed.eaf,443,934009,935691,[SYN.443] আত্মীয়টি নতুন।,The kindred is new.,əpus d̪ɔ nɔwaa.,əpus d̪ɔ nɔwa-a.,əpus | d̪ɔ | nɔwa-a,kindred | TOP | new-FIN,
synthetic_paradigm_glossed.eaf,444,935691,937891,[SYN.444] তাদের পিঁপড়া ভালো।,Their ant is good.,oŋkoaʔ muc̚ʔ d̪ɔ mɔ̃ɟa.,oŋko-aʔ muc̚ʔ d̪ɔ mɔ̃ɟ-a.,oŋko-aʔ | muc̚ʔ | d̪ɔ | mɔ̃ɟ-a,3PL-GEN | ant | TOP | good-FIN,
synthetic_see_paradigm.eaf,445,937891,939151,[SYN.445] তারা শব্দ করছে।,They are sounding.,oŋkoko ɾaːgɛd̪a.,oŋko-ko ɾaːg-ɛ-d̪a.,oŋko-ko | ɾaːg-ɛ-d̪a,3PL.ANIM-3PL.ANIM | sound-PROG-FIN,Synthetic PROG-FIN agreement pattern based on see-paradigm rows.
synthetic_school_dialogue_glossed.eaf,446,939151,941901,[SYN.446] গতকাল আমি দুধ পান করে নদীতে কাজ করব।,"Yesterday, I drink the milk and then work in the river.",hɔlaɾɛ iɲ t̪o̯͡a ɲukat̪ɛ gaɖaɾɛ kɘmia.,hɔla-ɾɛ iɲ t̪o̯͡a ɲu-kat̪ɛ gaɖa-ɾɛ kɘmi-a.,hɔla-ɾɛ | iɲ | t̪o̯͡a | ɲu-kat̪ɛ | gaɖa-ɾɛ | kɘmi-a,yesterday-LOC | 1SG | milk | drink-CVB | river-LOC | work-FIN,Synthetic sequential CVB clause with -kat̪ɛ.
synthetic_paradigm_glossed.eaf,447,941901,944037,[SYN.447] আমার মাছ ভালো।,My fish is good.,iɲaʔ haku d̪ɔ mɔ̃ɟa.,iɲ-aʔ haku d̪ɔ mɔ̃ɟ-a.,iɲ-aʔ | haku | d̪ɔ | mɔ̃ɟ-a,1SG-GEN | fish | TOP | good-FIN,
synthetic_dialogues_glossed.eaf,448,944037,947652,"[SYN.448] সে খাবার খাবে, কিন্তু খাবার খাবে না।","He/she will eat the food, but does not eat the food.",uni d̪ɔ ɟɔmaʔ ɟɔma mɛnkʰan ɟɔmaʔ bai̯ ɟɔma.,uni d̪ɔ ɟɔmaʔ ɟɔm-a mɛnkʰan ɟɔmaʔ ba-i̯ ɟɔm-a.,uni | d̪ɔ | ɟɔmaʔ | ɟɔm-a | mɛnkʰan | ɟɔmaʔ | ba-i̯ | ɟɔm-a,3SG.ANIM | TOP | food | eat-FIN | but | food | NEG-3SG.ANIM | eat-FIN,
synthetic_texts_glossed.eaf,449,947652,949357,[SYN.449] আত্মীয়টি পরিষ্কার।,The kindred is clean.,əpus d̪ɔ sapʰaa.,əpus d̪ɔ sapʰa-a.,əpus | d̪ɔ | sapʰa-a,kindred | TOP | clean-FIN,
synthetic_texts_glossed.eaf,450,949357,950907,[SYN.450] কুয়ায় একটি বাঁধ আছে।,There is an embankment in the well.,kuɲɾɛ band menaa.,kuɲ-ɾɛ band mena-a.,kuɲ-ɾɛ | band | mena-a,well-LOC | embankment | exist-FIN,Synthetic LOC + exist-FIN clause matching mena-a patterns.
synthetic_school_dialogue_glossed.eaf,451,950907,953521,[SYN.451] আজ তোমরা পাঠ পড়ে শহরে আসবে।,"Today, you all study the lesson and then come to the town.",t̪eheɲɾɛ apɛ sikʰnɘt̪ paɽha͡o̯kat̪ɛ sɔhɔɽɾɛ hiɟuʔa.,t̪eheɲ-ɾɛ apɛ sikʰnɘt̪ paɽha͡o̯-kat̪ɛ sɔhɔɽ-ɾɛ hiɟuʔ-a.,t̪eheɲ-ɾɛ | apɛ | sikʰnɘt̪ | paɽha͡o̯-kat̪ɛ | sɔhɔɽ-ɾɛ | hiɟuʔ-a,today-LOC | 2PL | lesson | study-CVB | town-LOC | come-FIN,Synthetic sequential CVB clause with -kat̪ɛ.
synthetic_paradigm_glossed.eaf,452,953521,955321,[SYN.452] তোমরা হাত দেখেছিলে।,You all saw the hand.,apɛpɛ t̪i ɲɛlkeda.,apɛ-pɛ t̪i ɲɛl-ked-a.,apɛ-pɛ | t̪i | ɲɛl-ked-a,2PL-2PL | hand | see-PST-FIN,
