file,utterance_id,start_ms,end_ms,bangla,english,ipa_original,ipa_normalized,segments,glosses,notes
synthetic_paradigm_glossed.eaf,405,851088,852815,[SYN.405] সে ভাষা লিখেছিল।,He/she wrote the language.,unii̯ pɘɾsi ɔlɔʔkeda.,uni-i̯ pɘɾsi ɔlɔʔ-ked-a.,uni-i̯ | pɘɾsi | ɔlɔʔ-ked-a,3SG.ANIM-3SG.ANIM | language | write-PST-FIN,Synthetic PST-FIN transitive pattern using dictionary/core lexicon.
synthetic_texts_glossed.eaf,406,852815,854462,[SYN.406] প্রতিবেশীটি গুরুত্বপূর্ণ।,The neighbours is important.,aɖepaseɾenko d̪ɔ ɟɘɾuɽa.,aɖepaseɾenko d̪ɔ ɟɘɾuɽ-a.,aɖepaseɾenko | d̪ɔ | ɟɘɾuɽ-a,neighbours | TOP | important-FIN,
synthetic_paradigm_glossed.eaf,407,854462,856299,[SYN.407] তোমরা মা সাহায্য করেছিলে।,You all helped the mother.,apɛpɛ gɔgɔ gɔɽɔkeda.,apɛ-pɛ gɔgɔ gɔɽɔ-ked-a.,apɛ-pɛ | gɔgɔ | gɔɽɔ-ked-a,2PL-2PL | mother | help-PST-FIN,
synthetic_dialogues_glossed.eaf,408,856299,858303,[SYN.408] শহর কোথায় আছে?,Where is the town?,sɔhɔɽ d̪ɔ ɔkaɾɛ menaa.,sɔhɔɽ d̪ɔ ɔka-ɾɛ mena-a.,sɔhɔɽ | d̪ɔ | ɔka-ɾɛ | mena-a,town | TOP | where-LOC | exist-FIN,
synthetic_paradigm_glossed.eaf,409,858303,860446,[SYN.409] তোমাদের পুঁজ নতুন।,Your pus is new.,apɛaʔ bele d̪ɔ nɔwaa.,apɛ-aʔ bele d̪ɔ nɔwa-a.,apɛ-aʔ | bele | d̪ɔ | nɔwa-a,2PL-GEN | pus | TOP | new-FIN,
synthetic_paradigm_glossed.eaf,410,860446,862343,[SYN.410] আমাদের মজুরি নতুন।,Our wages is new.,alɛaʔ bən d̪ɔ nɔwaa.,alɛ-aʔ bən d̪ɔ nɔwa-a.,alɛ-aʔ | bən | d̪ɔ | nɔwa-a,1PL.EXCL-GEN | wages | TOP | new-FIN,
synthetic_bangla_glossed.eaf,411,862343,864512,[SYN.411] তুমি ঘড়ি বিক্রি করবে।,You will sell the watch.,am d̪ɔ gʰuɽi ɘkʰɾiɲa.,am d̪ɔ gʰuɽi ɘkʰɾiɲ-a.,am | d̪ɔ | gʰuɽi | ɘkʰɾiɲ-a,2SG | TOP | watch | sell-FIN,
synthetic_new_glossed.eaf,412,864512,866521,[SYN.412] তারা খাবার পেয়েছে।,They have gotten the food.,oŋko d̪ɔ ɟɔmaʔ ɲamakada.,oŋko d̪ɔ ɟɔmaʔ ɲam-akad-a.,oŋko | d̪ɔ | ɟɔmaʔ | ɲam-akad-a,3PL.ANIM | TOP | food | get-PRF-FIN,
synthetic_see_paradigm.eaf,413,866521,867949,[SYN.413] তোমরা যাচ্ছ।,You all are going.,apɛpɛ calaʔɛd̪a.,apɛ-pɛ calaʔ-ɛ-d̪a.,apɛ-pɛ | calaʔ-ɛ-d̪a,2PL-2PL | go-PROG-FIN,
synthetic_texts_glossed.eaf,414,867949,869601,[SYN.414] উই পোকাটি ছোট।,The termite is small.,bʰuku d̪ɔ lɘʈua.,bʰuku d̪ɔ lɘʈu-a.,bʰuku | d̪ɔ | lɘʈu-a,termite | TOP | small-FIN,Synthetic TOP + adjectival-FIN clause following layout A/B labels.
synthetic_dialogues_glossed.eaf,415,869601,872940,"[SYN.415] তুমি ঘড়ি বিক্রি করবে, কিন্তু খাবার বিক্রি করবে না।","You will sell the watch, but do not sell the food.",am d̪ɔ gʰuɽi ɘkʰɾiɲa mɛnkʰan ɟɔmaʔ bam ɘkʰɾiɲa.,am d̪ɔ gʰuɽi ɘkʰɾiɲ-a mɛnkʰan ɟɔmaʔ ba-m ɘkʰɾiɲ-a.,am | d̪ɔ | gʰuɽi | ɘkʰɾiɲ-a | mɛnkʰan | ɟɔmaʔ | ba-m | ɘkʰɾiɲ-a,2SG | TOP | watch | sell-FIN | but | food | NEG-2SG | sell-FIN,
synthetic_new_glossed_3.eaf,416,872940,875475,[SYN.416] একটি ঔষধ কুয়ায় আছে।,One medicine is in the well.,mit̪ʔ ɾan d̪ɔ kuɲɾɛ menaa.,mit̪ʔ ɾan d̪ɔ kuɲ-ɾɛ mena-a.,mit̪ʔ | ɾan | d̪ɔ | kuɲ-ɾɛ | mena-a,one | medicine | TOP | well-LOC | exist-FIN,Synthetic classifier + LOC/exist clause.
synthetic_paradigm_glossed.eaf,417,875475,877647,[SYN.417] তোমাদের আয়না নতুন।,Your mirror is new.,apɛaʔ əɾsi d̪ɔ nɔwaa.,apɛ-aʔ əɾsi d̪ɔ nɔwa-a.,apɛ-aʔ | əɾsi | d̪ɔ | nɔwa-a,2PL-GEN | mirror | TOP | new-FIN,
synthetic_imperatives_glossed.eaf,418,877647,879679,[SYN.418] দয়া করে কুয়ায় অপেক্ষা করো।,Please wait in the well.,d̪a.ja kat̪ɛ kuɲɾɛ t̪ɘŋgimɛ.,d̪a.ja kat̪ɛ kuɲ-ɾɛ t̪ɘŋgi-mɛ.,d̪a.ja | kat̪ɛ | kuɲ-ɾɛ | t̪ɘŋgi-mɛ,please | Manner | well-LOC | wait-IMP.2SG.POL,
synthetic_paradigm_glossed.eaf,419,879679,881572,[SYN.419] তাদের ফুল গুরুত্বপূর্ণ।,Their flower is important.,oŋkoaʔ baha d̪ɔ ɟɘɾuɽa.,oŋko-aʔ baha d̪ɔ ɟɘɾuɽ-a.,oŋko-aʔ | baha | d̪ɔ | ɟɘɾuɽ-a,3PL-GEN | flower | TOP | important-FIN,
synthetic_new_glossed_3.eaf,420,881572,883965,[SYN.420] একটি বাঘ নদীতে আছে।,One tiger is in the river.,mit̪ʔʈɛn t̪ɘɾup̚ʔ d̪ɔ gaɖaɾɛ menaa.,mit̪ʔ-ʈɛn t̪ɘɾup̚ʔ d̪ɔ gaɖa-ɾɛ mena-a.,mit̪ʔ-ʈɛn | t̪ɘɾup̚ʔ | d̪ɔ | gaɖa-ɾɛ | mena-a,one-CLF.HUM | tiger | TOP | river-LOC | exist-FIN,
synthetic_paradigm_glossed.eaf,421,883965,885634,[SYN.421] আমরা দুধ পান করেছিলাম।,We drank the milk.,alɛlɛ t̪o̯͡a ɲukeda.,alɛ-lɛ t̪o̯͡a ɲu-ked-a.,alɛ-lɛ | t̪o̯͡a | ɲu-ked-a,1PL.EXCL-1PL.EXCL | milk | drink-PST-FIN,
synthetic_see_paradigm.eaf,422,885634,888015,[SYN.422] আমরা পানি পান করব না।,We do not drink the water.,alɛ d̪ɔ d̪aʔ balɛ ɲua.,alɛ d̪ɔ d̪aʔ ba-lɛ ɲu-a.,alɛ | d̪ɔ | d̪aʔ | ba-lɛ | ɲu-a,1PL.EXCL | TOP | water | NEG-1PL.EXCL | drink-FIN,
synthetic_texts_glossed.eaf,423,888015,889648,[SYN.423] অসম্মানটি গুরুত্বপূর্ণ।,The disrespect is important.,bɛmanɔt d̪ɔ ɟɘɾuɽa.,bɛmanɔt d̪ɔ ɟɘɾuɽ-a.,bɛmanɔt | d̪ɔ | ɟɘɾuɽ-a,disrespect | TOP | important-FIN,
synthetic_paradigm_glossed.eaf,424,889648,891655,[SYN.424] তোমাদের পা গুরুত্বপূর্ণ।,Your foot is important.,apɛaʔ kaʈa d̪ɔ ɟɘɾuɽa.,apɛ-aʔ kaʈa d̪ɔ ɟɘɾuɽ-a.,apɛ-aʔ | kaʈa | d̪ɔ | ɟɘɾuɽ-a,2PL-GEN | foot | TOP | important-FIN,
synthetic_bangla_glossed.eaf,425,891655,894453,[SYN.425] আমরা একমুঠো ও টকশাক দেখব।,We will see the handful and the sorel.,alɛ d̪ɔ aɲd͡ʒle aɾ aɾak̕ kudɾum ɲɛla.,alɛ d̪ɔ aɲd͡ʒle aɾ aɾak̕ kudɾum ɲɛl-a.,alɛ | d̪ɔ | aɲd͡ʒle | aɾ | aɾak̕ kudɾum | ɲɛl-a,1PL.EXCL | TOP | handful | and | sorel | see-FIN,
synthetic_dialogues_glossed.eaf,426,894453,898103,"[SYN.426] তোমরা প্রণয়ন দেখবে, কিন্তু যন্ত্রপাতি দেখবে না।","You all will see the enactment, but do not see the appliance.",apɛ d̪ɔ ən ɲɛla mɛnkʰan bandʰec̕ bapɛ ɲɛla.,apɛ d̪ɔ ən ɲɛl-a mɛnkʰan bandʰec̕ ba-pɛ ɲɛl-a.,apɛ | d̪ɔ | ən | ɲɛl-a | mɛnkʰan | bandʰec̕ | ba-pɛ | ɲɛl-a,2PL | TOP | enactment | see-FIN | but | appliance | NEG-2PL | see-FIN,
synthetic_new_glossed_3.eaf,427,898103,900633,[SYN.427] একটি শিশু শহরে আছে।,One child is in the town.,mit̪ʔʈɛn gid̪ɾɘ d̪ɔ sɔhɔɽɾɛ menaa.,mit̪ʔ-ʈɛn gid̪ɾɘ d̪ɔ sɔhɔɽ-ɾɛ mena-a.,mit̪ʔ-ʈɛn | gid̪ɾɘ | d̪ɔ | sɔhɔɽ-ɾɛ | mena-a,one-CLF.HUM | child | TOP | town-LOC | exist-FIN,Synthetic classifier + LOC/exist clause.
synthetic_texts_glossed.eaf,428,900633,902316,[SYN.428] বৈশাখ মাসটি পরিষ্কার।,The april-may is clean.,bəi̯sək d̪ɔ sapʰaa.,bəi̯sək d̪ɔ sapʰa-a.,bəi̯sək | d̪ɔ | sapʰa-a,april.may | TOP | clean-FIN,
synthetic_school_dialogue_glossed.eaf,429,902316,905011,[SYN.429] সকালে তুমি দুধ পান করে গ্রামে আসবে।,"In the morning, you drink the milk and then come to the village.",sɛt̪aʔɾɛ am t̪o̯͡a ɲukat̪ɛ at̪oɾɛ hiɟuʔa.,sɛt̪aʔ-ɾɛ am t̪o̯͡a ɲu-kat̪ɛ at̪o-ɾɛ hiɟuʔ-a.,sɛt̪aʔ-ɾɛ | am | t̪o̯͡a | ɲu-kat̪ɛ | at̪o-ɾɛ | hiɟuʔ-a,morning-LOC | 2SG | milk | drink-CVB | village-LOC | come-FIN,
synthetic_texts_glossed.eaf,430,905011,906694,[SYN.430] নদীতে একটি গান আছে।,There is a song in the river.,gaɖaɾɛ seɾeɲ menaa.,gaɖa-ɾɛ seɾeɲ mena-a.,gaɖa-ɾɛ | seɾeɲ | mena-a,river-LOC | song | exist-FIN,Synthetic LOC + exist-FIN clause matching mena-a patterns.
synthetic_bangla_glossed.eaf,431,906694,908648,[SYN.431] সে ঘড়ি বিক্রি করবে।,He/she will sell the watch.,uni d̪ɔ gʰuɽi ɘkʰɾiɲa.,uni d̪ɔ gʰuɽi ɘkʰɾiɲ-a.,uni | d̪ɔ | gʰuɽi | ɘkʰɾiɲ-a,3SG.ANIM | TOP | watch | sell-FIN,Synthetic transitive finite clause with TOP and FIN labels.
synthetic_texts_glossed.eaf,432,908648,910470,[SYN.432] স্কুলে একটি ভাষা আছে।,There is a language in the school.,iskulɾɛ pɘɾsi menaa.,iskul-ɾɛ pɘɾsi mena-a.,iskul-ɾɛ | pɘɾsi | mena-a,school-LOC | language | exist-FIN,Synthetic LOC + exist-FIN clause matching mena-a patterns.
synthetic_bangla_glossed.eaf,433,910470,912555,[SYN.433] আমি খাবার পাব।,I will get the food.,iɲ d̪ɔ ɟɔmaʔ ɲama.,iɲ d̪ɔ ɟɔmaʔ ɲam-a.,iɲ | d̪ɔ | ɟɔmaʔ | ɲam-a,1SG | TOP | food | get-FIN,Synthetic transitive finite clause with TOP and FIN labels.
synthetic_texts_glossed.eaf,434,912555,914389,[SYN.434] মাটি ছোট।,The mother is small.,gɔgɔ d̪ɔ lɘʈua.,gɔgɔ d̪ɔ lɘʈu-a.,gɔgɔ | d̪ɔ | lɘʈu-a,mother | TOP | small-FIN,
synthetic_texts_glossed.eaf,435,914389,915932,[SYN.435] বাসস্থানে একটি খড় আছে।,There is a chaff in the residence.,basaɾɛ bʰusə menaa.,basa-ɾɛ bʰusə mena-a.,basa-ɾɛ | bʰusə | mena-a,residence-LOC | chaff | exist-FIN,
synthetic_bangla_glossed.eaf,436,915932,918739,[SYN.436] তারা ঘড়ি ও খাবার কিনবে।,They will buy the watch and the food.,oŋko d̪ɔ gʰuɽi aɾ ɟɔmaʔ kiɾiɲa.,oŋko d̪ɔ gʰuɽi aɾ ɟɔmaʔ kiɾiɲ-a.,oŋko | d̪ɔ | gʰuɽi | aɾ | ɟɔmaʔ | kiɾiɲ-a,3PL.ANIM | TOP | watch | and | food | buy-FIN,
synthetic_see_paradigm.eaf,437,918739,920171,[SYN.437] তুমি আসছ।,You is coming.,amɛm hiɟuʔɛd̪a.,am-ɛm hiɟuʔ-ɛ-d̪a.,am-ɛm | hiɟuʔ-ɛ-d̪a,2SG-2SG | come-PROG-FIN,
synthetic_texts_glossed.eaf,438,920171,921971,[SYN.438] কোমরবন্ধটি পরিষ্কার।,The girth is clean.,beɽband d̪ɔ sapʰaa.,beɽband d̪ɔ sapʰa-a.,beɽband | d̪ɔ | sapʰa-a,girth | TOP | clean-FIN,
synthetic_bangla_glossed.eaf,439,921971,924572,[SYN.439] তারা ঘড়ি ও মোবাইল ফোন কিনবে।,They will buy the watch and the mobile phone.,oŋko d̪ɔ gʰuɽi aɾ mɔbaĭl pʰon kiɾiɲa.,oŋko d̪ɔ gʰuɽi aɾ mɔbaĭl pʰon kiɾiɲ-a.,oŋko | d̪ɔ | gʰuɽi | aɾ | mɔbaĭl pʰon | kiɾiɲ-a,3PL.ANIM | TOP | watch | and | mobile.phone | buy-FIN,
synthetic_school_dialogue_glossed.eaf,440,924572,927261,[SYN.440] গতকাল সে পাঠ পড়ে স্কুলে খেলবে।,"Yesterday, he/she study the lesson and then play in the school.",hɔlaɾɛ uni sikʰnɘt̪ paɽha͡o̯kat̪ɛ iskulɾɛ gat̪ea.,hɔla-ɾɛ uni sikʰnɘt̪ paɽha͡o̯-kat̪ɛ iskul-ɾɛ gat̪e-a.,hɔla-ɾɛ | uni | sikʰnɘt̪ | paɽha͡o̯-kat̪ɛ | iskul-ɾɛ | gat̪e-a,yesterday-LOC | 3SG.ANIM | lesson | study-CVB | school-LOC | play-FIN,
synthetic_see_paradigm.eaf,441,927261,929679,[SYN.441] তোমরা খাবার খাবে না।,You all do not eat the food.,apɛ d̪ɔ ɟɔmaʔ bapɛ ɟɔma.,apɛ d̪ɔ ɟɔmaʔ ba-pɛ ɟɔm-a.,apɛ | d̪ɔ | ɟɔmaʔ | ba-pɛ | ɟɔm-a,2PL | TOP | food | NEG-2PL | eat-FIN,
synthetic_texts_glossed.eaf,442,929679,931446,[SYN.442] মধুটি পরিষ্কার।,The honey is clean.,ɲɛlɛɾasa d̪ɔ sapʰaa.,ɲɛlɛɾasa d̪ɔ sapʰa-a.,ɲɛlɛɾasa | d̪ɔ | sapʰa-a,honey | TOP | clean-FIN,
synthetic_texts_glossed.eaf,443,931446,933202,[SYN.443] আত্মীয়টি নতুন।,The kindred is new.,əpus d̪ɔ nɔwaa.,əpus d̪ɔ nɔwa-a.,əpus | d̪ɔ | nɔwa-a,kindred | TOP | new-FIN,
synthetic_paradigm_glossed.eaf,444,933202,935204,[SYN.444] তাদের পিঁপড়া ভালো।,Their ant is good.,oŋkoaʔ muc̚ʔ d̪ɔ mɔ̃ɟa.,oŋko-aʔ muc̚ʔ d̪ɔ mɔ̃ɟ-a.,oŋko-aʔ | muc̚ʔ | d̪ɔ | mɔ̃ɟ-a,3PL-GEN | ant | TOP | good-FIN,
synthetic_see_paradigm.eaf,445,935204,936382,[SYN.445] তারা শব্দ করছে।,They are sounding.,oŋkoko ɾaːgɛd̪a.,oŋko-ko ɾaːg-ɛ-d̪a.,oŋko-ko | ɾaːg-ɛ-d̪a,3PL.ANIM-3PL.ANIM | sound-PROG-FIN,Synthetic PROG-FIN agreement pattern based on see-paradigm rows.
synthetic_school_dialogue_glossed.eaf,446,936382,939070,[SYN.446] গতকাল আমি দুধ পান করে নদীতে কাজ করব।,"Yesterday, I drink the milk and then work in the river.",hɔlaɾɛ iɲ t̪o̯͡a ɲukat̪ɛ gaɖaɾɛ kɘmia.,hɔla-ɾɛ iɲ t̪o̯͡a ɲu-kat̪ɛ gaɖa-ɾɛ kɘmi-a.,hɔla-ɾɛ | iɲ | t̪o̯͡a | ɲu-kat̪ɛ | gaɖa-ɾɛ | kɘmi-a,yesterday-LOC | 1SG | milk | drink-CVB | river-LOC | work-FIN,Synthetic sequential CVB clause with -kat̪ɛ.
synthetic_paradigm_glossed.eaf,447,939070,940999,[SYN.447] আমার মাছ ভালো।,My fish is good.,iɲaʔ haku d̪ɔ mɔ̃ɟa.,iɲ-aʔ haku d̪ɔ mɔ̃ɟ-a.,iɲ-aʔ | haku | d̪ɔ | mɔ̃ɟ-a,1SG-GEN | fish | TOP | good-FIN,
synthetic_dialogues_glossed.eaf,448,940999,944492,"[SYN.448] সে খাবার খাবে, কিন্তু খাবার খাবে না।","He/she will eat the food, but does not eat the food.",uni d̪ɔ ɟɔmaʔ ɟɔma mɛnkʰan ɟɔmaʔ bai̯ ɟɔma.,uni d̪ɔ ɟɔmaʔ ɟɔm-a mɛnkʰan ɟɔmaʔ ba-i̯ ɟɔm-a.,uni | d̪ɔ | ɟɔmaʔ | ɟɔm-a | mɛnkʰan | ɟɔmaʔ | ba-i̯ | ɟɔm-a,3SG.ANIM | TOP | food | eat-FIN | but | food | NEG-3SG.ANIM | eat-FIN,
synthetic_texts_glossed.eaf,449,944492,946197,[SYN.449] আত্মীয়টি পরিষ্কার।,The kindred is clean.,əpus d̪ɔ sapʰaa.,əpus d̪ɔ sapʰa-a.,əpus | d̪ɔ | sapʰa-a,kindred | TOP | clean-FIN,
synthetic_texts_glossed.eaf,450,946197,947792,[SYN.450] কুয়ায় একটি বাঁধ আছে।,There is an embankment in the well.,kuɲɾɛ band menaa.,kuɲ-ɾɛ band mena-a.,kuɲ-ɾɛ | band | mena-a,well-LOC | embankment | exist-FIN,Synthetic LOC + exist-FIN clause matching mena-a patterns.
synthetic_school_dialogue_glossed.eaf,451,947792,950566,[SYN.451] আজ তোমরা পাঠ পড়ে শহরে আসবে।,"Today, you all study the lesson and then come to the town.",t̪eheɲɾɛ apɛ sikʰnɘt̪ paɽha͡o̯kat̪ɛ sɔhɔɽɾɛ hiɟuʔa.,t̪eheɲ-ɾɛ apɛ sikʰnɘt̪ paɽha͡o̯-kat̪ɛ sɔhɔɽ-ɾɛ hiɟuʔ-a.,t̪eheɲ-ɾɛ | apɛ | sikʰnɘt̪ | paɽha͡o̯-kat̪ɛ | sɔhɔɽ-ɾɛ | hiɟuʔ-a,today-LOC | 2PL | lesson | study-CVB | town-LOC | come-FIN,Synthetic sequential CVB clause with -kat̪ɛ.
synthetic_paradigm_glossed.eaf,452,950566,952107,[SYN.452] তোমরা হাত দেখেছিলে।,You all saw the hand.,apɛpɛ t̪i ɲɛlkeda.,apɛ-pɛ t̪i ɲɛl-ked-a.,apɛ-pɛ | t̪i | ɲɛl-ked-a,2PL-2PL | hand | see-PST-FIN,
synthetic_texts_glossed.eaf,453,952107,953890,[SYN.453] শহরে একটি দুধ আছে।,There is a milk in the town.,sɔhɔɽɾɛ t̪o̯͡a menaa.,sɔhɔɽ-ɾɛ t̪o̯͡a mena-a.,sɔhɔɽ-ɾɛ | t̪o̯͡a | mena-a,town-LOC | milk | exist-FIN,
synthetic_bangla_glossed.eaf,454,953890,955824,[SYN.454] আমরা ঘড়ি কিনব।,We will buy the watch.,alɛ d̪ɔ gʰuɽi kiɾiɲa.,alɛ d̪ɔ gʰuɽi kiɾiɲ-a.,alɛ | d̪ɔ | gʰuɽi | kiɾiɲ-a,1PL.EXCL | TOP | watch | buy-FIN,
synthetic_see_paradigm.eaf,455,955824,958131,[SYN.455] আমি পা দেখব না।,I do not see the foot.,iɲ d̪ɔ kaʈa bɘɲ ɲɛla.,iɲ d̪ɔ kaʈa bɘ-ɲ ɲɛl-a.,iɲ | d̪ɔ | kaʈa | bɘ-ɲ | ɲɛl-a,1SG | TOP | foot | NEG-1SG | see-FIN,
synthetic_texts_glossed.eaf,456,958131,959643,[SYN.456] গুহাে একটি শত্রু আছে।,There is an enemy in the cave.,bʰugək̕ɾɛ bəi̯ɾi menaa.,bʰugək̕-ɾɛ bəi̯ɾi mena-a.,bʰugək̕-ɾɛ | bəi̯ɾi | mena-a,cave-LOC | enemy | exist-FIN,
synthetic_texts_glossed.eaf,457,959643,961383,[SYN.457] ফ্যাথমটি গুরুত্বপূর্ণ।,The fathom is important.,aɾpa d̪ɔ ɟɘɾuɽa.,aɾpa d̪ɔ ɟɘɾuɽ-a.,aɾpa | d̪ɔ | ɟɘɾuɽ-a,fathom | TOP | important-FIN,Synthetic TOP + adjectival-FIN clause following layout A/B labels.
synthetic_paradigm_glossed.eaf,458,961383,963511,[SYN.458] তাদের ব্রাহ্মণ পরিষ্কার।,Their brahman is clean.,oŋkoaʔ babɾẽ d̪ɔ sapʰaa.,oŋko-aʔ babɾẽ d̪ɔ sapʰa-a.,oŋko-aʔ | babɾẽ | d̪ɔ | sapʰa-a,3PL-GEN | brahman | TOP | clean-FIN,
synthetic_bangla_glossed.eaf,459,963511,965609,[SYN.459] সে কথা পড়বে।,He/she will study the word.,uni d̪ɔ kat̪ʰa paɽha͡o̯a.,uni d̪ɔ kat̪ʰa paɽha͡o̯-a.,uni | d̪ɔ | kat̪ʰa | paɽha͡o̯-a,3SG.ANIM | TOP | word | study-FIN,
synthetic_texts_glossed.eaf,460,965609,967254,[SYN.460] নদীতে একটি কথা আছে।,There is a word in the river.,gaɖaɾɛ kat̪ʰa menaa.,gaɖa-ɾɛ kat̪ʰa mena-a.,gaɖa-ɾɛ | kat̪ʰa | mena-a,river-LOC | word | exist-FIN,Synthetic LOC + exist-FIN clause matching mena-a patterns.
synthetic_school_dialogue_glossed.eaf,461,967254,970078,[SYN.461] সকালে আমরা পানি পান করে কুয়ায় খেলব।,"In the morning, we drink the water and then play in the well.",sɛt̪aʔɾɛ alɛ d̪aʔ ɲukat̪ɛ kuɲɾɛ gat̪ea.,sɛt̪aʔ-ɾɛ alɛ d̪aʔ ɲu-kat̪ɛ kuɲ-ɾɛ gat̪e-a.,sɛt̪aʔ-ɾɛ | alɛ | d̪aʔ | ɲu-kat̪ɛ | kuɲ-ɾɛ | gat̪e-a,morning-LOC | 1PL.EXCL | water | drink-CVB | well-LOC | play-FIN,
synthetic_school_dialogue_glossed.eaf,462,970078,972733,[SYN.462] সকালে তারা ভাষা লিখে নদীতে খেলবে।,"In the morning, they write the language and then play in the river.",sɛt̪aʔɾɛ oŋko pɘɾsi ɔlɔʔkat̪ɛ gaɖaɾɛ gat̪ea.,sɛt̪aʔ-ɾɛ oŋko pɘɾsi ɔlɔʔ-kat̪ɛ gaɖa-ɾɛ gat̪e-a.,sɛt̪aʔ-ɾɛ | oŋko | pɘɾsi | ɔlɔʔ-kat̪ɛ | gaɖa-ɾɛ | gat̪e-a,morning-LOC | 3PL.ANIM | language | write-CVB | river-LOC | play-FIN,
synthetic_see_paradigm.eaf,463,972733,974124,[SYN.463] তুমি কাজ করছ।,You is working.,amɛm kɘmiɛd̪a.,am-ɛm kɘmi-ɛ-d̪a.,am-ɛm | kɘmi-ɛ-d̪a,2SG-2SG | work-PROG-FIN,
synthetic_texts_glossed.eaf,464,974124,975841,[SYN.464] প্রণয়নটি ভালো।,The enactment is good.,ən d̪ɔ mɔ̃ɟa.,ən d̪ɔ mɔ̃ɟ-a.,ən | d̪ɔ | mɔ̃ɟ-a,enactment | TOP | good-FIN,
synthetic_bangla_glossed.eaf,465,975841,978484,[SYN.465] তারা এক ধরনের বাদ্যযন্ত্র ও মুক্তি দেখবে।,They will see the a kind of fiddle and the salvation.,oŋko d̪ɔ banam aɾ baɲt͡ʃao̯k̕ ɲɛla.,oŋko d̪ɔ banam aɾ baɲt͡ʃao̯k̕ ɲɛl-a.,oŋko | d̪ɔ | banam | aɾ | baɲt͡ʃao̯k̕ | ɲɛl-a,3PL.ANIM | TOP | a.kind.of | and | salvation | see-FIN,
synthetic_new_glossed_3.eaf,466,978484,980843,[SYN.466] একটি বামন বাড়িতে আছে।,One dwarf is in the house.,mit̪ʔʈɛn bãoɽã d̪ɔ ɔɽaʔɾɛ menaa.,mit̪ʔ-ʈɛn bãoɽã d̪ɔ ɔɽaʔ-ɾɛ mena-a.,mit̪ʔ-ʈɛn | bãoɽã | d̪ɔ | ɔɽaʔ-ɾɛ | mena-a,one-CLF.HUM | dwarf | TOP | house-LOC | exist-FIN,
synthetic_school_dialogue_glossed.eaf,467,980843,983713,[SYN.467] আজ সে পানি পান করে গ্রামে কাজ করবে।,"Today, he/she drink the water and then work in the village.",t̪eheɲɾɛ uni d̪aʔ ɲukat̪ɛ at̪oɾɛ kɘmia.,t̪eheɲ-ɾɛ uni d̪aʔ ɲu-kat̪ɛ at̪o-ɾɛ kɘmi-a.,t̪eheɲ-ɾɛ | uni | d̪aʔ | ɲu-kat̪ɛ | at̪o-ɾɛ | kɘmi-a,today-LOC | 3SG.ANIM | water | drink-CVB | village-LOC | work-FIN,
synthetic_dialogues_glossed.eaf,468,983713,987108,"[SYN.468] আমরা মানুষ সাহায্য করব, কিন্তু বাবা সাহায্য করব না।","We will help the person, but do not help the father.",alɛ d̪ɔ hɔɽ gɔɽɔa mɛnkʰan baba balɛ gɔɽɔa.,alɛ d̪ɔ hɔɽ gɔɽɔ-a mɛnkʰan baba ba-lɛ gɔɽɔ-a.,alɛ | d̪ɔ | hɔɽ | gɔɽɔ-a | mɛnkʰan | baba | ba-lɛ | gɔɽɔ-a,1PL.EXCL | TOP | person | help-FIN | but | father | NEG-1PL.EXCL | help-FIN,
synthetic_texts_glossed.eaf,469,987108,988822,[SYN.469] বিস্তীর্ণ ভূমিে একটি আতশবাজি আছে।,There is a fireworks in the wide expanse of land.,bilənɾɛ bʰui̯t͡ʃampa menaa.,bilən-ɾɛ bʰui̯t͡ʃampa mena-a.,bilən-ɾɛ | bʰui̯t͡ʃampa | mena-a,wide.expanse.of-LOC | fireworks | exist-FIN,
synthetic_dialogues_glossed.eaf,470,988822,990902,[SYN.470] আমি এখন কী করবে?,What will I do now?,nit̪ʔ cɛʔiɲ ceka ja.,nit̪ʔ cɛ-ʔ-iɲ cek-a ja.,nit̪ʔ | cɛ-ʔ-iɲ | cek-a | ja,now | what-NFIN-1SG.SUBJ | do-FIN | Q,
synthetic_school_dialogue_glossed.eaf,471,990902,993697,[SYN.471] সকালে আমরা মোবাইল ফোন কিনে কুয়ায় কাজ করব।,"In the morning, we buy the mobile phone and then work in the well.",sɛt̪aʔɾɛ alɛ mɔbaĭl pʰon kiɾiɲkat̪ɛ kuɲɾɛ kɘmia.,sɛt̪aʔ-ɾɛ alɛ mɔbaĭl pʰon kiɾiɲ-kat̪ɛ kuɲ-ɾɛ kɘmi-a.,sɛt̪aʔ-ɾɛ | alɛ | mɔbaĭl pʰon | kiɾiɲ-kat̪ɛ | kuɲ-ɾɛ | kɘmi-a,morning-LOC | 1PL.EXCL | mobile.phone | buy-CVB | well-LOC | work-FIN,
synthetic_paradigm_glossed.eaf,472,993697,995620,[SYN.472] আমার কুয়া গুরুত্বপূর্ণ।,My well is important.,iɲaʔ kuɲ d̪ɔ ɟɘɾuɽa.,iɲ-aʔ kuɲ d̪ɔ ɟɘɾuɽ-a.,iɲ-aʔ | kuɲ | d̪ɔ | ɟɘɾuɽ-a,1SG-GEN | well | TOP | important-FIN,
