bangla,english,santali
একটি বাসিন্দা গ্রামে আছে।,One inhabitant is in the village.,mit̪ʔʈɛn baskitiə̯ d̪ɔ at̪oɾɛ menaa.
বাঁধটি পরিষ্কার।,The embankment is clean.,band d̪ɔ sapʰaa.
সেই সময় তারা কথা পড়ে শহরে খেলবে।,"At that time, they study the word and then play in the town.",ɔkt̪ɛɾɛ oŋko kat̪ʰa paɽha͡o̯kat̪ɛ sɔhɔɽɾɛ gat̪ea.
ডাক্তার কোথায় আছে?,Where is the doctor?,ɖak̚t̪aɾ d̪ɔ ɔkaɾɛ menaa.
আমি বন্য শুকর দেখেছিলাম।,I saw the boar.,iɲiɲ bʰatoɽ ɲɛlkeda.
ঝোপঝাড়টি নতুন।,The shrub is new.,akao̯na d̪ɔ nɔwaa.
অবশিষ্টটি নতুন।,The residue is new.,bəɖɾə d̪ɔ nɔwaa.
তোমাদের খাবার পরিষ্কার।,Your food is clean.,apɛaʔ ɟɔmaʔ d̪ɔ sapʰaa.
আড়ালে একটি বেঁকানো যন্ত্র আছে।,There is a brace for boring in the covert.,ao̯tanɾɛ bʰãoɾa menaa.
তোমরা মাছ ও মধু খাবে।,You all will eat the fish and the honey.,apɛ d̪ɔ haku aɾ ɲɛlɛɾasa ɟɔma.
আজ তুমি ভাষা লিখে স্কুলে কাজ করবে।,"Today, you write the language and then work in the school.",t̪eheɲɾɛ am pɘɾsi ɔlɔʔkat̪ɛ iskulɾɛ kɘmia.
তারা মাছ ও মধু খাবে।,They will eat the fish and the honey.,oŋko d̪ɔ haku aɾ ɲɛlɛɾasa ɟɔma.
আমার নদী গুরুত্বপূর্ণ।,My river is important.,iɲaʔ gaɖa d̪ɔ ɟɘɾuɽa.
তারা শিশু সাহায্য করেছে।,They have helped the child.,oŋko d̪ɔ gid̪ɾɘ gɔɽɔakada.
দয়া করে শহরে বসো।,Please sit in the town.,d̪a.ja kat̪ɛ sɔhɔɽɾɛ d̪uɽup̚ʔmɛ.
একটি পিঁপড়া কুয়ায় আছে।,One ant is in the well.,mit̪ʔʈɛn muc̚ʔ d̪ɔ kuɲɾɛ menaa.
তারা দেখছে।,They are seeing.,oŋkoko ɲɛlɛd̪a.
তোমার ডিমের কুসুম সুস্বাদু।,Your yolk of egg is tasty.,amaʔ bele botke d̪ɔ sibila.
শহরে একটি গুজব রটনাকারী আছে।,There is a bearer of tales in the town.,sɔhɔɽɾɛ bad͡ʒʰəni menaa.
"তুমি খাবার বিক্রি করবে, কিন্তু ঘড়ি বিক্রি করবে না।","You will sell the food, but do not sell the watch.",am d̪ɔ ɟɔmaʔ ɘkʰɾiɲa mɛnkʰan gʰuɽi bam ɘkʰɾiɲa.
গ্রামে একটি বিড়াল আছে।,There is a cat in the village.,at̪oɾɛ pusi menaa.
বেতনটি পরিষ্কার।,The pay is clean.,bɛtɔn d̪ɔ sapʰaa.
সেই সময় তারা পাঠ পড়ে বাড়িতে খেলবে।,"At that time, they study the lesson and then play in the house.",ɔkt̪ɛɾɛ oŋko sikʰnɘt̪ paɽha͡o̯kat̪ɛ ɔɽaʔɾɛ gat̪ea.
তুমি মাছ খেয়েছ।,You have eaten the fish.,am d̪ɔ haku ɟɔmakada.
সে মধু ও রান্না খাবে।,He/she will eat the honey and the cooked food.,uni d̪ɔ ɲɛlɛɾasa aɾ basaŋ ɟɔma.
তোমাদের তাঁতের অংশ নতুন।,Your heddles of loom is new.,apɛaʔ bade d̪ɔ nɔwaa.
সকালে তোমরা মোবাইল ফোন কিনে হ্রদে আসবে।,"In the morning, you all buy the mobile phone and then come to the lake.",sɛt̪aʔɾɛ apɛ mɔbaĭl pʰon kiɾiɲkat̪ɛ ɟɔlaɾɛ hiɟuʔa.
স্কুলে একটি খাবার আছে।,There is a food in the school.,iskulɾɛ ɟɔmaʔ menaa.
আমাদের গান ভালো।,Our song is good.,alɛaʔ seɾeɲ d̪ɔ mɔ̃ɟa.
সকালে তুমি ভাষা লিখে বাড়িতে যাবে।,"In the morning, you write the language and then go to the house.",sɛt̪aʔɾɛ am pɘɾsi ɔlɔʔkat̪ɛ ɔɽaʔɾɛ calaʔa.
সেই সময় তুমি পানি পান করে নদীতে খেলবে।,"At that time, you drink the water and then play in the river.",ɔkt̪ɛɾɛ am d̪aʔ ɲukat̪ɛ gaɖaɾɛ gat̪ea.
আজ সে দুধ পান করে গ্রামে আসবে।,"Today, he/she drink the milk and then come to the village.",t̪eheɲɾɛ uni t̪o̯͡a ɲukat̪ɛ at̪oɾɛ hiɟuʔa.
আমি পানি পান করব না।,I do not drink the water.,iɲ d̪ɔ d̪aʔ bɘɲ ɲua.
তুমি অপেক্ষা করছ।,You is waiting.,amɛm t̪ɘŋgiɛd̪a.
গুহাে একটি উত্তরাধিকার আছে।,There is a heritage in the cave.,bʰugək̕ɾɛ bapɔti dʰɔn menaa.
সকালে আমরা খাবার খেয়ে গ্রামে খেলব।,"In the morning, we eat the food and then play in the village.",sɛt̪aʔɾɛ alɛ ɟɔmaʔ ɟɔmkat̪ɛ at̪oɾɛ gat̪ea.
তার অগ্রদূত গুরুত্বপূর্ণ।,His/her forerunner is important.,uniaʔ əguə̯daɾ d̪ɔ ɟɘɾuɽa.
সেই সময় তারা ডায়াবেটিস দেখে বাড়িতে খেলবে।,"At that time, they see the diabetes and then play in the house.",ɔkt̪ɛɾɛ oŋko bəhumut ɲɛlkat̪ɛ ɔɽaʔɾɛ gat̪ea.
আমার গান ভালো।,My song is good.,iɲaʔ seɾeɲ d̪ɔ mɔ̃ɟa.
অশান্তিটি ভালো।,The unrest is good.,bɛtʰiɾ d̪ɔ mɔ̃ɟa.
তুমি দুধ পান করেছিলে।,You drank the milk.,amɛm t̪o̯͡a ɲukeda.
অভ্যাসটি নতুন।,The habit is new.,bʰəsi d̪ɔ nɔwaa.
আচরণটি পরিষ্কার।,The conduct is clean.,at͡ʃaɾ beo̯haɾ d̪ɔ sapʰaa.
সে মোবাইল ফোন ও ঔষধ কিনবে।,He/she will buy the mobile phone and the medicine.,uni d̪ɔ mɔbaĭl pʰon aɾ ɾan kiɾiɲa.
বিস্তীর্ণ ভূমিে একটি রান্না আছে।,There is a cooked food in the wide expanse of land.,bilənɾɛ basaŋ menaa.
আমরা কথা বলেছিলাম।,We spoke the word.,alɛlɛ kat̪ʰa ɾɔɽkeda.
তারা ঘড়ি বিক্রি করবে।,They will sell the watch.,oŋko d̪ɔ gʰuɽi ɘkʰɾiɲa.
গতকাল আমি দুধ পান করে স্কুলে আসব।,"Yesterday, I drink the milk and then come to the school.",hɔlaɾɛ iɲ t̪o̯͡a ɲukat̪ɛ iskulɾɛ hiɟuʔa.
আজ আমি ঘড়ি কিনে বাড়িতে আসব।,"Today, I buy the watch and then come to the house.",t̪eheɲɾɛ iɲ gʰuɽi kiɾiɲkat̪ɛ ɔɽaʔɾɛ hiɟuʔa.
আমরা কথা বলেছি।,We have spoken the word.,alɛ d̪ɔ kat̪ʰa ɾɔɽakada.
বাড়িতে একটি কৃষিজ উৎপাদন আছে।,There is an agricultural produce in the house.,ɔɽaʔɾɛ aɾd͡ʒon menaa.
ইংল্যান্ডে একটি ছুতার আছে।,There is a carpenter in the england.,bilətɾɛ bəɖʰi menaa.
গুহাে একটি সময় আছে।,There is a time in the cave.,bʰugək̕ɾɛ ɔkt̪ɛ menaa.
তুমি মাছ খাবে।,You will eat the fish.,am d̪ɔ haku ɟɔma.
সে মা সাহায্য করবে না।,He/she does not help the mother.,uni d̪ɔ gɔgɔ bai̯ gɔɽɔa.
হ্রদে একটি খাবার আছে।,There is a victuals in the lake.,ɟɔlaɾɛ aʈa saʈa menaa.
নিকটবর্তী এলাকাে একটি বাষ্প আছে।,There is a steam in the vicinity.,aɖe ʈolaɾɛ bʰapʰ menaa.
সকালে তারা দুধ পান করে হ্রদে খেলবে।,"In the morning, they drink the milk and then play in the lake.",sɛt̪aʔɾɛ oŋko t̪o̯͡a ɲukat̪ɛ ɟɔlaɾɛ gat̪ea.
সকালে সে কথা লিখে কুয়ায় কাজ করবে।,"In the morning, he/she write the word and then work in the well.",sɛt̪aʔɾɛ uni kat̪ʰa ɔlɔʔkat̪ɛ kuɲɾɛ kɘmia.
তোমরা মাছ কিনেছ।,You all have bought the fish.,apɛ d̪ɔ haku kiɾiɲakada.
আমি রান্না খেয়েছিলাম।,I ate the cooked food.,iɲiɲ basaŋ ɟɔmkeda.
সে বয়লার দেখবে।,He/she will see the boiler.,uni d̪ɔ bʰəʈʰi ɲɛla.
সে নুন-তামাকের ফেরিওয়ালা দেখবে।,He/she will see the pedlar of salt and tobacco.,uni d̪ɔ bə̃ɽiə̯̃ ɲɛla.
আমি মাছ বিক্রি করব না।,I do not sell the fish.,iɲ d̪ɔ haku bɘɲ ɘkʰɾiɲa.
আজ সে রান্না খেয়ে নদীতে আসবে।,"Today, he/she eat the cooked food and then come to the river.",t̪eheɲɾɛ uni basaŋ ɟɔmkat̪ɛ gaɖaɾɛ hiɟuʔa.
আমি কথা বলব।,I will speak the word.,iɲ d̪ɔ kat̪ʰa ɾɔɽa.
সে খাবার কিনবে।,He/she will buy the food.,uni d̪ɔ ɟɔmaʔ kiɾiɲa.
গুহাে একটি গান আছে।,There is a song in the cave.,bʰugək̕ɾɛ seɾeɲ menaa.
তোমাদের পরজীবী উদ্ভিদ পরিষ্কার।,Your parasitic plant is clean.,apɛaʔ alagd͡ʒəɽi d̪ɔ sapʰaa.
তার মানুষ ভালো।,His/her person is good.,uniaʔ hɔɽ d̪ɔ mɔ̃ɟa.
আমার কাজ গুরুত্বপূর্ণ।,My work is important.,iɲaʔ kɘmi d̪ɔ ɟɘɾuɽa.
আমরা ভাষা লিখেছিলাম।,We wrote the language.,alɛlɛ pɘɾsi ɔlɔʔkeda.
আমরা টকশাক দেখেছি।,We have seen the sorel.,alɛ d̪ɔ aɾak̕ kudɾum ɲɛlakada.
গুহাে একটি জাদুবিদ্যা আছে।,There is a sorcery in the cave.,bʰugək̕ɾɛ ban menaa.
একটি গুপ্তচর নদীতে আছে।,One spy is in the river.,mit̪ʔʈɛn baʈ paɽ d̪ɔ gaɖaɾɛ menaa.
তুমি মাছ ও রান্না খাবে।,You will eat the fish and the cooked food.,am d̪ɔ haku aɾ basaŋ ɟɔma.
বন্যাটি ভালো।,The flood is good.,bəd d̪ɔ mɔ̃ɟa.
তারা ভাষা লিখবে না।,They do not write the language.,oŋko d̪ɔ pɘɾsi bako ɔlɔʔa.
বন্ধুত্বটি ভালো।,The friendship is good.,bʰab d̪ɔ mɔ̃ɟa.
আমি পাত্র ও আতঙ্ক দেখব।,I will see the receptacle and the terror.,iɲ d̪ɔ anataŋ aɾ bʰɔɽɔk ɲɛla.
সকালে আমরা কথা লিখে গ্রামে আসব।,"In the morning, we write the word and then come to the village.",sɛt̪aʔɾɛ alɛ kat̪ʰa ɔlɔʔkat̪ɛ at̪oɾɛ hiɟuʔa.
বাসস্থানে একটি ভাই আছে।,There is a brother in the dwelling place.,basɾɛ bɔ͡i̯ha menaa.
তারা মধু ও মাছ খাবে।,They will eat the honey and the fish.,oŋko d̪ɔ ɲɛlɛɾasa aɾ haku ɟɔma.
তারা পান করছে।,They are drinking.,oŋkoko ɲuɛd̪a.
সে মোবাইল ফোন বিক্রি করবে।,He/she will sell the mobile phone.,uni d̪ɔ mɔbaĭl pʰon ɘkʰɾiɲa.
তারা রান্না খাবে।,They will eat the cooked food.,oŋko d̪ɔ basaŋ ɟɔma.
আমি ভাষা পড়েছিলাম।,I studied the language.,iɲiɲ pɘɾsi paɽha͡o̯keda.
সে ঘড়ি ও মাছ কিনবে।,He/she will buy the watch and the fish.,uni d̪ɔ gʰuɽi aɾ haku kiɾiɲa.
আমাদের পা পরিষ্কার।,Our leg is clean.,alɛaʔ ɟaŋga d̪ɔ sapʰaa.
গতকাল তুমি কথা লিখে স্কুলে খেলবে।,"Yesterday, you write the word and then play in the school.",hɔlaɾɛ am kat̪ʰa ɔlɔʔkat̪ɛ iskulɾɛ gat̪ea.
আমি মানুষ সাহায্য করব।,I will help the person.,iɲ d̪ɔ hɔɽ gɔɽɔa.
আমাদের বিড়াল আনন্দের।,Our cat is happy.,alɛaʔ pusi d̪ɔ ɾɘskɘa.
সে মাছ ও খাবার খাবে।,He/she will eat the fish and the food.,uni d̪ɔ haku aɾ ɟɔmaʔ ɟɔma.
তোমরা বিক্রি করছ।,You all are selling.,apɛpɛ ɘkʰɾiɲɛd̪a.
আজ আমি ভাষা পড়ে বাড়িতে যাব।,"Today, I study the language and then go to the house.",t̪eheɲɾɛ iɲ pɘɾsi paɽha͡o̯kat̪ɛ ɔɽaʔɾɛ calaʔa.
আড়ালে একটি বাঘ আছে।,There is a tiger in the covert.,ao̯tanɾɛ t̪ɘɾup̚ʔ menaa.
হাতটি ভালো।,The hand is good.,t̪i d̪ɔ mɔ̃ɟa.
তার উৎসব গুরুত্বপূর্ণ।,His/her festival is important.,uniaʔ pɔɾɔb d̪ɔ ɟɘɾuɽa.
সেই সময় আমি মধু খেয়ে বাড়িতে যাব।,"At that time, I eat the honey and then go to the house.",ɔkt̪ɛɾɛ iɲ ɲɛlɛɾasa ɟɔmkat̪ɛ ɔɽaʔɾɛ calaʔa.
আমরা খাবার বিক্রি করেছি।,We have sold the food.,alɛ d̪ɔ ɟɔmaʔ ɘkʰɾiɲakada.
