bangla,english,santali
তারা কীভাবে এই জায়গায় এসেছিলেন?,How did they get to this place?,no̯͡͡a ʈɔʈʰaɾɛ oŋko dɔ cɛt̪̚ʔlɛkat̪ɛko hɛʲc̚ʔlena?
আমরা কোন দিকে গেলে ভালো হবে?,Which direction would be better for us to go?,ɔka sɛʲc̚ʔbo cala͡o̯lɛnkʰaʲc̚ʔ bʰage ho͡i̯ko.a?
আপনার কোনো প্রশ্ন থাকলে জানাবেন তো?,"Let me know if you have any questions, will you?",ɟahan kupuli t̪ahɛ̃ntam kʰaʲc̚ʔ baɖa͡i̯ ocoĭɲmɛ?
আপনি কোথায় থাকেন?,Where do you live?,am d̪ɔ ɔkaɾɛm t̪ahɛ̃na?
আপনি কোথায় থাকবেন?,Where will you be/ stay?,am d̪ɔ ɔkaɾɛm t̪ahɛ̃na?
তুমি কি আজকে আসবে?,Will you come today?,amd̪ɔ cɛt̪̚ʔ t̪eheɲɛm hiɟu.a?
আমরা কি ওদের ডাক দিব?,Shall we call them?,abo d̪ɔ cɛt̪̚ʔ oŋkobo hɔhɔ.ɔ̯͡ako̯͡a?
আমরা কি ওদের ডাক দিয়েছিলাম?,Did we call them?,abo d̪ɔ cɛt̪̚ʔ oŋkobo hɔhɔ.ɔ̯͡aʔko t̪ahɛ̃na?
আমরা কি ওদের ডাকবো?,Shall we call them?,abo d̪ɔ cɛt̪̚ʔ oŋkobo hɔhɔ.ɔ̯͡ako̯͡a?
আমি কি একটা প্রশ্ন করতে পারি?,Can I ask a question?,amd̪ɔ cɛt̪̚ʔiɲ kuli d̪aɽeo̯͡ama?
তুমি আজকে কখন বাড়ি আসবে?,When will you come home today?,am d̪ɔ t̪eheɲ t̪inɾɛ ɔɽaʔɛm hiɟu.a?
তুমি গতকাল কখন বাড়ি এসেছিলে?,When did you come home yesterday?,am d̪ɔ hɔla t̪inɾɛ ɔɽaʔɛm hɛʲc̚ʔlena?
তুমি কেমন আছো?,How are you?,am do̪ cɛt̪̚ʔleka menama?
আপনি কী করেন?,What do you do?,am d̪ɔ cɛt̪̚ʔɛm ceka baɽa.ja?
তুমি কী করো?,What do you do?,am cɛt̪̚ʔɛm ceka baɽa.ja?
আপনি কী করছেন?,What are you doing?,am d̪ɔ cɛt̪̚ʔɛm ceka͡i̯d̪a?
আপনার শখ কী?,What is your hobby?,am d̪ɔ cɛt̪̚ʔ ceka.jɛm kusi.o̯͡aʔa?
তোমার শখ কী?,What is your hobby?,am cɛt̪̚ʔ ceka.jɛm kusi.o̯͡aʔa?
আপনার কী করতে ভালো লাগে?,What do you like to do?,am d̪ɔ cɛt̪̚ʔ ceka.jɛm kusi.o̯͡aʔa?
আপনারা কীভাবে খাবার পানি সংগ্রহ করে রাখেন?,How do you collect drinkable water?,apɛ d̪ɔ ɲu͡i̯ d̪aʔ cɛt̪̚ʔlekakat̪ɛpɛ d̪ɔhɔ.ja?
আপনি কীভাবে এই রান্নাটা করেছেন?,How did you cook this?,am d̪ɔ no̯͡a cɛt̪̚ʔlɛkakat̪ɛm isin basaŋɛd̪a?
এই পিঠাটা আপনি কীভাবে বানিয়েছেন?,How did you make this cake?,am d̪ɔ no̯͡a piʈʰɘ cɛt̪ʔlɛkakat̪ɛʔm bena͡o̯ked̪a?
আপনার বাসা কোথায়?,Where is your home?,amaʔ ɔɽaʔ d̪ɔ ɔkaɾe?
আমরা আজকে কোথায় থাকবো?,Where will we be/ stay today?,abo d̪ɔ t̪eheɲ ɔkaɾɛbo t̪ahɛ̃na?
তুমি কোথায় থাকো?,Where do you live?,am ɔkaɾɛm t̪ahɛ̃na?
জায়গাটা দুর্গন্ধময় হয়ে আছে/ এই জায়গায় অনেক দুর্গন্ধ।,This place smells bad/ This place has a lot of bad smell.,no̯͡a ʈɔʈʰaɾɛ ɘɖi bɘɽiʲc̚ʔ sɔ kana.
তরকারিতে খুব ঝাল হয়েছে।,This curry is very spicy.,ut̪uɾɛ ɟʰal ɟɘst̪i̯͡.jena.
চায়ে মিষ্টি বেশি হয়েছে।,This tea contains too much sweet.,caːɾɛ hɛɽɛm ɟɘst̪i̯͡.jɛna.
খাবারটা বাসি হয়ে গেছে।,This food has been stalled.,ɟɔmʔ bɘɽiʲc̚ʔena.
ফলটা খুব রসালো।,This fruit is very juicy.,no̯͡a ɟɔ d̪ɔ ɾɔbɔʲc̚ʔ ɾɔbɔʲc̚ʔ ɾasage.ja.
খাবারগুলো বেশি মশলাদার হয়েছে/ খাবারে বেশি মশলা হয়েছে।,These foods are too much spicy / This food has an excessive amount of spices.,ɟɔmaʔkɔɾɛ d̪ɔ ɖʰeɾ mɔsɔlako laga͡o̯ăkad̪a.
শরবতটা খাওয়ার পর খুব সতেজ/ তরতাজা লাগছে।,This shake feels very refreshing after drinking.,sɔɾbɔt̪̚ ɲu t̪a.jɔm ɘɖi ceɾʈʰaɲ ɘ͡i̯kɘ͡o̯ed̪a.
খাটের নিচ থেকে ঝুড়িটা এনে দাও।,Bring that basket from under the bed.,paɾkɔm lat̪aɾ kʰɔn ɟʰuɽi ɘgu͡i̯mɛ
স্কুল এই রাস্তার বিপরীত দিকে।,The school is on the opposite side of this road.,iskul d̪ɔ no̯͡a ɖahaɾ hanasaɾɛ.
বাড়ির চারদিকে গাছ লাগানো আছে।,Trees are planted around the house.,ɔɽaʔ bɛɽha͡i̯t̪ɛ d̪aɾeko ɾɔhɔ͡i̯akaʔa.
সবার মধ্যে ওই ছাত্রটি সেরা।,That student is the best among all.,ɟɔt̪ɔko mud̪ɾɛ nu͡i̯ paɽhaʔ kɔɽa d̪ɔ͡i̯ sɔɾɔsge.ja.
তারা উভয়েই মেধাবী।,They are both brilliant.,banahɔɽgekin bud̪ ɘkilanaʔa.
মাঠের সামনেই একটা পুকুর আছে।,There is a pond in front of the field.,maʈʰ samaŋɾege mit̪̚ʔʈɛʲc̚ʔ pukʰɾi mɛna.a.
দোকানের পাশেই একটা মাঠ।,There is a field next to the shop.,d̪ɔkan aɽeɾege mit̪̚ʔʈɛʲc̚ʔ maʈʰ mena.a.
বাড়ির ভেতরে যান।,Go inside the house.,
ɔɽaʔ bʰit̪ɾisɛʲc̚ʔ calaʔmɛ.],#16,
এখন বাইরে যেতে পারেন।,You can go out now.,nit̪̚ʔ bahaɾɛsɛʲc̚ʔɛm cala͡o̯ d̪aɽe.jaʔa.
আজ আমার অনেক খুশি লাগছে।,I feel very happy today.,t̪eheɲ d̪ɔ ɘɖi ɾɘskɘɲ ɘ͡i̯kɘ͡o̯ed̪a.
আজ আমার অনেক দুঃখ লাগছে।,I feel very sad today.,t̪eheɲ d̪ɔ ɘɖi d̪ukiɲ ɘ͡i̯kɘ͡o̯ĕd̪a.
আজ আমার অনেক ভালো লাগছে।,I feel very good today.,t̪eheɲ d̪ɔ ɘɖi besiɲ ɘ͡i̯kɘ͡o̯d̪a.
আজ আমার অনেক খারাপ লাগছে।,I feel very bad today.,t̪eheɲ d̪ɔ ɘɖi bɘɽiʲc̚ʔiɲ ɘ͡i̯kɘ͡o̯d̪a.
বাইরে খুব আওয়াজ/ শব্দ হচ্ছে।,There is a lot of noise outside.,bahɾɛɾɛ ɘɖi ãʈ saɖekana.
এই ফুলে কোনো গন্ধ নেই।,This flower has no smell.,no̯͡a baha ɾe.jaʔ sɔ d̪ɔ bɘnu.a.
চারদিকে একটা কটু/ ঝাঁঝালো গন্ধ।,A pungent / musty smell is all around here.,ɟɔt̪ɔsɛʲc̚ʔ hiɾkʰɘge sɔ kana.
বমি বমি লাগছে।,Feeling nauseous.,bɛʲc̚ʔ bɛʲc̚ʔiɲ ɘ͡i̯kɘ͡o̯ĕd̪a.
কুকুর ঘেউ ঘেউ করছে।,The dog is barking.,set̪a͡i̯ bʰuʔed̪a.
কাতুকুতু দিচ্ছে।,(He/ She is) tickling.,buk̚ɽu͡i̯ d̪iɲa͡i̯.
সামনের মোড়টা ঘুরে বামে দিকে যেতে হবে।,Have to take the next turn then to the left.,moɽsɛʲc̚ʔ laha kat̪ɛʔ lɛŋgasɛʲc̚ʔ ɘcuɾɔʔmɛ.
সামনের মোড়টা ঘুরে ডানে দিকে যেতে হবে।,Have to take the next turn then to the right.,moɽsɛʲc̚ʔ laha kat̪ɛʔ ɟɔɟɔmsɛʲc̚ʔ ɘcuɾɔʔmɛ.
সে অনেক আনন্দে আছে।,He/ She is very happy.,uni d̪ɔ ɘɖi ɾɘskɘɾɛ mena.ja.
সে অনেক কষ্টে আছে।,He/ She is in a lot of pain.,uni d̪ɔ ɘɖi d̪ukɾɛ mena.ja.
এই ফলটির স্বাদ তেঁতো।,The taste of this fruit is bitter.,no̯͡a ɟɔ d̪ɔ haɽhat̪̚ʔge.ja.
এই ফলটির স্বাদ মিষ্টি।,The taste of this fruit is sweet.,no̯͡a ɟɔ d̪ɔ hɛɽɛmge sebela.
এই ফলটির স্বাদ টক।,The taste of this fruit is sour.,no̯͡a ɟɔ d̪ɔ ɟɔɟɔge.ja.
এই খাবারগুলো খুবই সুস্বাদু/ মজাদার।,These dishes are very tasty/ delicious.,no̯͡a ɟɔmaʔkod̪ɔ ɘɖi sebelaʔkana.
বিস্কুটটা খেতে নোনতা লাগছে।,This biscuit is salty while consuming.,biskuʈ ɟɔmt̪ɛ ɾaham ɾahaɾ ɘ͡i̯kɘʔkana.
পাখাটা টেবিলের ওপর রাখা আছে।,That fan is placed on the table.,bini d̪ɔ ʈibil cet̪anɾɛko d̪ɔhɔ.ɔ̯͡akad̪a.
কিছুক্ষণের জন্য ওপরে তাকিয়ে থাকুন।,Look up for some moments.,mit̪̚ʔ gʰɘɽi lɘgit̪̚ʔ cet̪an sɛʲc̚ʔ kɔ.jɔʔkam.
সবাই গোল হয়ে দাঁড়িয়ে আছে।,Everyone is standing in a circle.,ɟɔt̪ɔko bɛɽha͡i̯t̪ɛko t̪iŋgu̯͡akana.
বাড়ির পেছনে একটা খামার আছে।,There is a farm behind the house.,ɔɽaʔ t̪a͡inɔmɾɛ mit̪̚ʔʈɛʲc̚ʔ kʰamaɾ mɛna.a.
বাচ্চাটি হাসছে।,That child is smiling.,uni gid̪ɾɘ͡i̯ land̪a͡i̯d̪a.
বাচ্চাটি কান্না করছে।,That baby is crying.,uni gid̪ɾɘ͡i̯ ɾaʔɛd̪a.
এই ফুলের গন্ধ খুব সুন্দর।,The smell of this flower is very nice.,no̯͡a bahaɾe.jaʔ sɔː d̪ɔ ɘɖi mɔ̃ːɟa.
বাগানের আশেপাশে এক ধরনের সুবাস/ সুগন্ধ পাওয়া যাবে।,One kind of aroma can be found around the garden.,bagan aɖɛpasɛ mit̪̚ʔ lekanaʔ boge sɔ ɲamɔ.a.
এটা একটা জঘন্য কাজ।,It's a heinous work.,nɔ̯͡a d̪ɔ ɘɖit̪ɛt̪̚ʔ bɘɽiʲc̚ʔ kɘmi kana.
শরীর চুলকাচ্ছে।,Body is itching,hɔɽmɔ babat̪̚ʔkana.
পায়ে সুড়সুড়ি লাগছে।,Feet are tickling,ɟaŋgaɾɛ ga͡i̯gɔm ga͡i̯gɔmiɲ ɘ͡ikɘ͡o̯ĕd̪a.
এক,One,mit̪̚ʔ
দুই,Two,baɾ
তিন,Three,pɛ
চার,Four,pon
পাঁচ,Five,mɔ̃ɽɛ
ছয়,Six,t̪uɾu͡i̯
সাত,Seven,ɛ.ja͡i̯
আট,Eight,iɾɘl
নয়,Nine,aɾɛ
দশ,Ten,gɛl
অনেক মানুষ মাছ খেতে পছন্দ করে।,Many people like to eat fish.,ad̪ɔmko d̪ɔ haku ut̪u ɟɔmku kisi.jaʔa.
"নদী-খাল-বিল, পাহাড়ি ছড়া ও ঝিরিতে বিভিন্ন রকম মাছ পাওয়া যায়।","A variety of fishes are found in rivers, canals, lakes, mountain ridges and streams.",gaɖa kʰɘ̃ɽi aɾ ɟɔlaɾɛ d̪ɔ a͡i̯malɛkan hakuku ɲamɔ.a.
জেলেরা মাছ বিক্রি করে আয়/ উপার্জন করে।,Fishermen live by fishing.,ɟɘli̯͡ɘ d̪ɔ hako ɘkʰɾiɲ kat̪ɛʔ d̪inku kʰɛmaɔ̯͡a.
"নানাভাবে মাছ ধরা যায়, যেমন: কেউ জাল দিয়ে মাছ ধরে, কেউ বড়শি দিয়ে মাছ ধরে।","Fishes can be caught in various ways, such as - some people fish with fish nets, some fish with fishing rods.","a͡i̯malɛkat̪ɛ hakoko sap̚ʔko̯͡a, ɟɛmɔn ɔkɔ͡i̯ d̪ɔ ɟʰɘlit̪ɛ hakoko ɟʰɘliko̯͡a, ɔkɔ͡i̯ d̪ɔ bɘɽsit̪ɛ hakoko bɘɽsiko̯͡a."
বর্ষার সময় অনেক মাছ পাওয়া যায়।,A lot of fishes are caught during monsoon.,bɘɾsɘ ɟɔkʰɛn a͡i̯malɛkan hakoko ɲamɔ.a.
গ্রামের ছেলে-মেয়েরা দলবেঁধে পানি সেচে মাছ ধরে।,The children of the village gather together to irrigate the water to catch fish.,at̪oɾɛn gid̪ɾɘkud̪ɔ d̪aʔ aɾɛʲc̚ʔkat̪ɛ hakuku gɔʲc̚ʔko̯͡a.
পানি দূষণের/ নষ্ট হয়ে যাওয়ার কারণে মাছ কমে গেছে।,Fishes have decreased due to water pollution/ wasting.,d̪aʔ bɘɽiɟɔʔ kakʰant̪ɛ hakuku t̪ʰɔɽa cabaʔkana.
নদীর পাড়ের লোকজন নিজেরাই মাছ শিকার করতে পারে।,People who live by the banks of the river can fish by themselves.,gaɖa aɽeɾɛn hɔɽko d̪ɔ akot̪ege hakoko sap̚ʔɟɔːŋa.
তাই তাদের বাজার থেকে মাছ কিনতে হয় না।,That is why they don't have to buy fishes from the market.,ɔna i.jɘt̪ɛ hɘʈi̯͡ɘkʰɔn hako kiɾiɲ d̪ɔ baŋ lagao̯͡ako̯͡a.
কাস্টমার: আপনার দোকানে দুপুরের কী কী খাবার আছে?,Customer: What do you have in the lunch menu at your shop/restaurant?,amaʔ d̪ɔkanɾɛ maɲɟan ɟɔm ɾe.jaʔ cɛʔ cɛʔko mɛnaʔa.
"ওয়েটার: ভাত আছে, তিন রকমের মাছ ও মুরগির মাংস আছে।","Waiter: There is rice, 3 types of fishes and chicken.","d̪aka mɛna.a, pɛ lɛkan hako ut̪u mɛna.a aɾ simɟil ut̪u mɛna.a."
কাস্টমার: ছোট মাছ কি আছে?,Customer: Is there any small fish?,kɘʈiʲc̚ʔ hako ut̪u mena.a.
"ওয়েটার: হ্যাঁ আছে, সাথে বড় মাছও আছে।","Waiter: Yes definitely, plus we have big fish too.","hɛ̃ː mena.a, ɔna sã͡ɔ̯t̪ɛ lɘʈu hakoɔ̯͡aʔ ut̪uhɔ̃ mena.a."
কাস্টমার: শাকসবজি-ডাল কি আছে?,Customer: Do you have vegetables and lentil?,aɽaʔ sakam aɾ d̪ɘl ut̪u mena.a?
ওয়েটার: লাউ আর পটোলভাজি আছে।,Waiter: We have fried gourd and pointed gourd.,hɔt̪ɔt̪̚ʔ aɾ poʈol bʰɘɟi mena.a.
ওয়েটার: মাছ ভর্তা ও শিম ভর্তা আছে।,Waiter: There is mashed fish and mashed beans.,hako bʰɘɽt̪ɘ aɾ malhan bʰɘɾt̪ɘ mena.a.
"ওয়েটার: ডাল ছিল, কিন্তু শেষ হয়ে গেছে।","Waiter: There was lentil, but it's finished already.","d̪ɘl ut̪u t̪ahɛ̃kange.ja, mɛnkʰan caba͡i̯ɛ̆na."
"কাস্টমার: আমাকে ভাত, ছোট মাছ আর পটোলভাজি দিবেন।","Customer: Give me rice, small fish and fried pointed gourd.","iɲd̪ɔ d̪aka, kɘʈiʲc̚ʔ hako ut̪u aɾ poʈol bʰɘɟi imɘɲmɛ."
ওয়েটার: পানির বোতল/ বোতলের পানি দেব?,Waiter: Should I give you a bottle of water/ bottled water?,bɔt̪ɔl ɾe.jaʔ d̪aʔiɲ emama?
ওয়েটার: আমাদের ঠান্ডা ও সাধারণ দুই ধরনের পানিই আছে।,Waiter: We have both the cold and normal water.,alɛʈʰɛʔ d̪ɔ ɾe.jaɽ aɾ imni d̪aʔhɔ̃ mena.a.
কাস্টমার: বোতলের পানি লাগবে না।,Customer: No need for bottled water.,bɔt̪ɔl d̪aʔ d̪ɔ baŋ laga͡o̯ɘ̆ɲɘ.
কাস্টমার: আমি সাথে করে পানি নিয়ে এসেছি।,Customer: I have brought water with me.,iɲ d̪ɔ sɔŋgɛt̪ɛ d̪aʔhɔ̃ɲ ɘgu͡u̯kaʔa.
কাস্টমার: কোনো মিষ্টান্ন/ মিষ্টি কি আছে?,Customer: Do you have any desserts/ sweets?,ɟahan hɛɽɛm ɟɔmaʔ mena.a.
ওয়েটার: দই ও মিষ্টি আছে।,Waiter: There is curd and sweet.,d̪ahe aɾ misʈi mena.a.
কাস্টমার: তাহলে খাওয়া শেষ হওয়ার পর এক কাপ দই দিবেন।,Customer: Then give me a cup of curd after I finish eating.,t̪ahalɛ ɟɔm mucɘt̪̚ʔkat̪ɛ mit̪̚ʔ cukɘʔ d̪ahe imɘɲmɛ.
"কাস্টমার: একজনের জন্য মাছ ভর্তা, লাউ তরকারি, মুরগির মাংস আর এক প্লেট ভাত প্যাকেট করে দিন।","Customer: Pack mashed fish, gourd curry, chicken and a plate of rice for one person.","mit̪̚ʔ hɔɽ lɘgit̪̚ʔ hako bʰɘɾt̪ɘ, hɔt̪ɔt̪̚ʔ ut̪u, sim ɟil ut̪u aɾ mit̪̚ʔ p͡leʈ d̪aka pekeʈɘɲpe."
"ওয়েটার: ঠিক আছে, ধন্যবাদ।","Waiter: Alright, thank you.",ma t̪ɔbɛ a͡i̯ma saɾha͡o̯.
শ্যালক: নমস্কার দুলাভাই।,"Brother-in-law: Greetings, Brother-in-law.",ɟɔhaɾ t̪i.jaŋ.
শ্যালক: কেমন আছেন আপনি?,Brother-in-law: How are you?,cɛʔlɛka mɛnama?
শ্যালক: আমার দিদি এবং ভাগনি কোথায়?,Brother-in-law: Where is my sister and niece?,iɲ d̪ɘ͡i̯ aɾ bʰɘgnitiɲ d̪ɔ ɔkaɾɛ menaʔkinɘ.
"দুলাভাই: নমস্কার, আমি ভালো আছি।","Brother-in-law (2): Greetings, I am fine.","ɟɔhaɾ, bisgi minɘɲa."
দুলাভাই: তারা পাশের বাড়িতে গেছে।,Brother-in-law (2): They went to the next door.,uŋkin d̪ɔ haŋko ʈʰɛnkin cala͡o̯ăkana.
দুলাভাই: এক্ষুণি চলে আসবে।,Brother-in-law (2): They will come back just about now.,nit̪̚ʔgikin ɾu̯͡ɘɽa nahaʔ.
দুলাভাই: তুমি ভিতরে এসে বসো।,Brother-in-law (2): You come inside and sit down.,bʰit̪ɾisɛʲc̚ʔ hɛʲc̚ʔ kat̪ɛ d̪uɽup̚ʔmɛ.
শ্যালক: ভাগনির বিয়ের জন্য নাকি ছেলের আত্মীয়রা এসেছিল!,Brother-in-law: Heard that the potential groom's relatives were here for niece's wedding!,bʰɘgnit̪iɲ bap̚la babɔt̪̚t̪ɛ kɔɽa sɛʲc̚ʔkʰɔn bɔlɛko hɛʲc̚ʔlena!
শ্যালক: ছেলে কী করে?,Brother-in-law: What does the potential groom do?,kɔɽa d̪ɔ cɛt̪̚ʔɛ kɘmi̯͡a?
শ্যালক: কোথায় থাকে?,Brother-in-law: Where does he live?,aɾ ɔkaɾɛ͡i̯ t̪ahɛ̃na?
"দুলাভাই: ছেলে ঢাকায় থাকে, কাপড়ের ব্যবসা করে।","Brother-in-law (2): Potential groom lives in Dhaka, does clothing business.",kɔɽa d̪ɔ ɖʰakaɾɛ͡i̯ t̪ahɛ̃na aɾ kic̚ɾiʔ ɾe.jaʔɛ bɘniɟa.].
দুলাভাই: তার বাড়ি আমাদের পাশের গ্রামে।,Brother-in-law (2): His house is in our neighbouring village.,oŋko ɔɽaʔ d̪ɔ hana at̯oɾɛ.
